QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MISCCODE,MISC_ODE,MISCMO,MISCMO_,MISCGFTC,MISC_FTC,MISCEXPX,MISC_XPX,MISCDE1,MISCDE1_,MISCDE2,MISCDE2_,MISCDE3,MISCDE3_,MISCDE4,MISCDE4_,MISCDE5,MISCDE5_,MISCDE6,MISCDE6_,MISCDE7,MISCDE7_,MISCDE8,MISCDE8_,MISCDE9,MISCDE9_,MISPURCH
20173,03699011,11,0,1,140,D,06,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699011,12,0,1,240,D,06,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699071,27,0,1,160,D,04,D,1,D,950,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699071,28,0,1,240,D,13,D,1,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699071,29,0,1,250,D,13,D,1,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699071,30,0,1,260,D,04,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699111,37,0,1,170,D,13,D,1,D,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699111,38,0,1,170,D,13,D,1,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699111,39,0,1,410,D,05,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699141,10,0,1,240,D,13,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699141,11,0,1,260,D,04,D,1,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699151,9,0,1,380,D,04,D,1,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699151,10,0,1,380,D,05,D,1,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699151,11,0,1,380,D,06,D,1,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699161,17,0,1,380,D,04,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699181,27,0,1,170,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699181,28,0,1,210,D,06,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699181,29,0,1,250,D,13,D,1,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699181,30,0,1,260,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699251,27,0,1,170,D,04,D,1,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699251,28,0,1,170,D,05,D,1,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699251,29,0,1,260,D,04,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699311,17,0,1,380,D,06,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699311,18,0,1,225,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699311,19,0,1,330,D,04,D,1,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699311,20,0,1,330,D,05,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699311,21,0,1,330,D,06,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699321,7,0,1,140,D,06,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699361,17,0,1,140,D,05,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699361,18,0,1,170,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699361,19,0,1,240,D,06,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699361,20,0,1,260,D,06,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699401,8,0,1,140,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699511,16,0,1,140,D,13,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699511,17,0,1,180,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699511,18,0,1,410,D,06,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699521,13,0,1,330,D,05,D,2,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699531,14,0,1,210,D,06,D,2,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699531,15,0,1,170,D,05,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699531,16,0,1,250,D,13,D,1,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699531,17,0,1,260,D,04,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699621,12,0,1,170,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699621,13,0,1,240,D,06,D,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699621,14,0,1,240,D,06,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699651,6,0,1,140,D,05,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699681,13,0,1,140,D,04,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699681,14,0,1,140,D,05,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699681,15,0,1,380,D,13,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699681,16,0,1,460,D,05,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699681,17,0,1,250,D,06,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699681,18,0,1,130,D,06,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699701,34,0,1,140,D,05,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699701,35,0,1,140,D,06,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699701,36,0,1,160,D,04,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699701,37,0,1,180,D,13,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699701,38,0,1,390,D,13,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699701,39,0,1,240,D,13,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699701,40,0,1,260,D,04,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699701,41,0,1,260,D,05,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699701,42,0,1,260,D,06,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699701,43,0,1,250,D,05,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699721,13,0,1,390,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699721,14,0,1,240,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699721,15,0,1,240,D,04,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699751,10,0,1,240,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699761,12,0,1,240,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699821,15,0,1,170,D,06,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699821,16,0,1,460,D,06,D,2,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699821,17,0,1,250,D,05,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699821,18,0,1,260,D,05,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699841,16,0,1,260,D,05,D,1,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699841,17,0,1,240,D,05,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699861,10,0,1,140,D,05,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699861,11,0,1,140,D,04,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699861,12,0,1,250,D,05,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699911,47,0,1,140,D,04,D,2,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699911,48,0,1,170,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699911,49,0,1,390,D,13,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699951,8,0,1,170,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699951,9,0,1,260,D,05,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699961,16,0,1,370,D,13,D,1,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699981,29,0,1,180,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699981,30,0,1,370,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699981,31,0,1,250,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699981,32,0,1,260,D,13,D,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03699981,33,0,1,260,D,04,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700031,15,0,1,380,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700031,16,0,1,170,D,13,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700031,17,0,1,370,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700031,18,0,1,390,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700031,19,0,1,250,D,06,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700031,20,0,1,410,D,06,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700061,14,0,1,140,D,04,D,1,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700061,15,0,1,460,D,05,D,2,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700193,4,0,1,140,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700201,19,0,1,225,D,13,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700201,20,0,1,240,D,04,D,1,D,425,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700201,21,0,1,260,D,04,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700241,7,0,1,240,D,04,D,1,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700271,6,0,1,330,D,04,D,2,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700291,12,0,1,330,D,04,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700421,35,0,1,230,D,13,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700441,31,0,1,225,D,06,D,1,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700441,32,0,1,330,D,06,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700451,9,0,1,140,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700451,10,0,1,460,D,06,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700451,11,0,1,260,D,04,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700451,12,0,1,260,D,06,D,1,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700461,8,0,1,460,D,06,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700501,20,0,1,225,D,13,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700591,6,0,1,330,D,06,D,2,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700591,7,0,1,260,D,06,D,1,D,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700591,8,0,1,240,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700601,3,0,1,330,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700601,4,0,1,240,D,13,D,1,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700611,6,0,1,340,D,06,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700691,15,0,1,140,D,05,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700691,16,0,1,170,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700691,17,0,1,240,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700731,22,0,1,140,D,06,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700731,23,0,1,160,D,04,D,1,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700731,24,0,1,170,D,13,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700731,25,0,1,180,D,13,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700731,26,0,1,370,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700731,27,0,1,225,D,13,D,1,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700731,28,0,1,240,D,06,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700751,9,0,1,210,D,04,D,1,D,440,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700751,10,0,1,210,D,05,D,1,D,440,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700751,11,0,1,210,D,06,D,1,D,440,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700751,12,0,1,260,D,04,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700781,6,0,1,170,D,05,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700781,7,0,1,140,D,06,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700781,8,0,1,240,D,13,D,1,D,224,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700781,9,0,1,240,D,05,D,1,D,660,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700791,14,0,1,140,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700791,15,0,1,370,D,13,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700791,16,0,1,240,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700811,14,0,1,170,D,05,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700811,15,0,1,170,D,06,D,1,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700901,14,0,1,140,D,04,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700901,15,0,1,140,D,05,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700901,16,0,1,140,D,06,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700901,17,0,1,380,D,13,D,1,D,173,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700901,18,0,1,390,D,13,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700901,19,0,1,250,D,04,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700901,20,0,1,250,D,05,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700951,9,0,1,240,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700971,24,0,1,140,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700971,25,0,1,330,D,06,D,2,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700981,15,0,1,390,D,04,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03700981,16,0,1,390,D,05,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701001,11,0,1,140,D,05,D,2,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701001,12,0,1,240,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701041,29,0,1,140,D,06,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701071,14,0,1,140,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701071,15,0,1,370,D,13,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701071,16,0,1,390,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701091,11,0,1,140,D,05,D,2,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701121,18,0,1,170,D,04,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701121,19,0,1,140,D,04,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701121,20,0,1,210,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701121,21,0,1,160,D,04,D,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701121,22,0,1,390,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701121,23,0,1,330,D,06,D,2,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701131,33,0,1,160,D,04,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701131,34,0,1,150,D,04,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701131,35,0,1,180,D,13,D,1,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701131,36,0,1,240,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701131,37,0,1,460,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701131,38,0,1,460,D,05,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701131,39,0,1,460,D,06,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701131,40,0,1,330,D,04,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701131,41,0,1,330,D,06,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701181,12,0,1,140,D,13,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701181,13,0,1,240,D,06,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701321,13,0,1,170,D,04,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701321,14,0,1,170,D,06,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701321,15,0,1,390,D,04,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701321,16,0,1,390,D,05,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701331,3,0,1,240,D,13,D,1,D,91,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701351,6,0,1,140,D,04,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701351,7,0,1,240,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701361,28,0,1,180,D,05,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701361,29,0,1,180,D,06,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701361,30,0,1,230,D,13,D,1,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701361,31,0,1,260,D,06,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701361,32,0,1,250,D,06,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701361,33,0,1,250,D,06,D,1,D,565,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701391,6,0,1,140,D,06,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701391,7,0,1,250,D,06,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701511,11,0,1,160,D,04,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701531,16,0,1,250,D,06,D,1,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701571,8,0,1,240,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701571,9,0,1,260,D,13,D,1,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701601,5,0,1,170,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701631,10,0,1,140,D,05,D,1,D,92,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701631,11,0,1,170,D,04,D,1,D,148,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701631,12,0,1,180,D,13,D,1,D,203,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701631,13,0,1,370,D,13,D,1,D,43,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701631,14,0,1,240,D,06,D,1,D,91,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701641,4,0,1,140,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701661,38,0,1,140,D,05,D,2,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701661,39,0,1,180,D,13,D,1,D,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701661,40,0,1,225,D,13,D,1,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701661,41,0,1,330,D,04,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701681,11,0,1,225,D,13,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701721,24,0,1,225,D,04,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701721,25,0,1,225,D,05,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701721,26,0,1,330,D,04,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701721,27,0,1,330,D,05,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701721,28,0,1,330,D,06,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701721,29,0,1,260,D,05,D,1,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701781,14,0,1,170,D,13,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701791,20,0,1,170,D,04,D,1,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701791,21,0,1,170,D,05,D,1,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701791,22,0,1,170,D,06,D,1,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701791,23,0,1,370,D,04,D,1,D,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701791,24,0,1,210,D,06,D,1,D,283,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701791,25,0,1,240,D,04,D,1,D,61,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701791,26,0,1,240,D,05,D,1,D,274,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701791,27,0,1,240,D,06,D,1,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701791,28,0,1,250,D,04,D,1,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701791,29,0,1,250,D,05,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701791,30,0,1,250,D,06,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701791,31,0,1,260,D,04,D,1,D,119,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701851,23,0,1,140,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701851,24,0,1,150,D,05,D,1,D,10450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701851,25,0,1,240,D,06,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701851,26,0,1,250,D,06,D,1,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701851,27,0,1,260,D,06,D,1,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701931,10,0,1,140,D,06,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701931,11,0,1,230,D,13,D,1,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701931,12,0,1,370,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701931,13,0,1,340,D,06,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701931,14,0,1,460,D,04,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701931,15,0,1,260,D,06,D,1,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701941,11,0,1,390,D,04,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701941,12,0,1,330,D,06,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701952,19,0,1,265,D,06,D,1,D,,H,260,D,240,D,,A,,A,,A,,A,,A,,A,,A,
20173,03701952,19,1,1,260,D,06,D,1,D,525,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20173,03701952,19,2,1,240,D,06,D,1,D,175,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
