QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,S17CODEA,S17C_DEA,S17GFTCA,S17G_TCA,SUBEXPX,SUBEXPX_,SUBMO,SUBMO_,TICPURCH,SUBPURCH
20172,03555593,47,0,1,700,D,1,D,12,D,13,D,,
20172,03555603,16,0,1,610,D,1,D,150,D,05,D,,
20172,03555603,17,0,1,520,D,1,D,10,D,03,D,,
20172,03555603,18,0,1,520,D,1,D,10,D,04,D,,
20172,03555603,19,0,1,520,D,1,D,10,D,05,D,,
20172,03555603,20,0,1,340,D,1,D,60,D,03,D,,
20172,03555603,21,0,1,340,D,1,D,60,D,04,D,,
20172,03555603,22,0,1,340,D,1,D,60,D,05,D,,
20172,03555693,20,0,1,520,D,1,D,50,D,04,D,,
20172,03555693,21,0,1,520,D,1,D,50,D,05,D,,
20172,03555733,9,0,1,520,D,1,D,30,D,04,D,,
20172,03555743,47,0,1,840,D,1,D,120,D,03,D,,
20172,03555743,48,0,1,530,D,1,D,160,D,03,D,,
20172,03555823,73,0,1,610,D,1,D,59,D,03,D,,
20172,03555823,74,0,1,610,D,1,D,78,D,04,D,,
20172,03555823,75,0,1,610,D,1,D,191,D,04,D,,
20172,03555823,76,0,1,500,D,1,D,50,D,04,D,,
20172,03555823,77,0,1,500,D,1,D,34,D,03,D,,
20172,03555823,78,0,1,500,D,1,D,65,D,03,D,,
20172,03555823,79,0,1,520,D,1,D,73,D,04,D,,
20172,03555823,80,0,1,210,D,1,D,4,D,03,D,,
20172,03555823,81,0,1,160,D,1,D,20,D,04,D,,
20172,03555823,82,0,1,530,D,1,D,164,D,04,D,,
20172,03555823,83,0,1,530,D,1,D,105,D,04,D,,
20172,03555823,84,0,1,530,D,1,D,419,D,05,D,,
20172,03555823,85,0,1,355,D,1,D,5,D,13,D,,
20172,03555823,86,0,1,355,D,1,D,6,D,13,D,,
20172,03555823,87,0,1,355,D,1,D,13,D,13,D,,
20172,03555823,88,0,1,380,D,1,D,6,D,04,D,,
20172,03555823,89,0,1,380,D,1,D,18,D,05,D,,
20172,03555823,90,0,1,320,D,1,D,3,D,03,D,,
20172,03555823,91,0,1,320,D,1,D,3,D,04,D,,
20172,03555823,92,0,1,320,D,1,D,3,D,05,D,,
20172,03555883,32,0,1,830,D,1,D,40,D,05,D,,
20172,03555883,33,0,1,520,D,1,D,25,D,04,D,,
20172,03555983,55,0,1,830,D,1,D,380,D,04,D,,
20172,03555983,56,0,1,820,D,1,D,75,D,04,D,,
20172,03555983,57,0,1,520,D,1,D,50,D,03,D,,
20172,03555983,58,0,1,210,D,1,D,50,D,13,D,,
20172,03555983,59,0,1,700,D,1,D,234,D,05,D,,
20172,03555983,60,0,1,355,D,1,D,10,D,13,D,,
20172,03555983,61,0,2,830,D,1,D,40,D,03,D,,
20172,03555983,62,0,2,830,D,1,D,10,D,03,D,,
20172,03556103,22,0,1,150,D,1,D,26,D,03,D,,
20172,03556103,23,0,1,150,D,1,D,26,D,04,D,,
20172,03556103,24,0,1,150,D,1,D,26,D,05,D,,
20172,03556103,25,0,2,150,D,2,D,26,D,03,D,,
20172,03556133,38,0,1,700,D,1,D,69,D,03,D,,
20172,03556143,16,0,1,520,D,1,D,24,D,05,D,,
20172,03556143,17,0,1,340,D,1,D,23,D,05,D,,
20172,03556143,18,0,2,520,D,1,D,10,D,03,D,,
20172,03556153,20,0,1,830,D,1,D,30,D,03,D,,
20172,03556153,21,0,1,830,D,1,D,30,D,04,D,,
20172,03556153,22,0,1,830,D,1,D,30,D,05,D,,
20172,03556153,23,0,1,520,D,1,D,20,D,04,D,,
20172,03556153,24,0,1,520,D,1,D,20,D,05,D,,
20172,03556153,25,0,2,520,D,1,D,40,D,03,D,,
20172,03556183,24,0,1,150,D,1,D,20,D,03,D,,
20172,03556183,25,0,1,150,D,1,D,20,D,04,D,,
20172,03556183,26,0,1,150,D,1,D,20,D,05,D,,
20172,03556183,27,0,1,210,D,1,D,23,D,05,D,,
20172,03556183,28,0,1,355,D,1,D,24,D,13,D,,
20172,03556183,29,0,2,810,D,1,D,10,D,03,D,,
20172,03556183,30,0,2,150,D,1,D,10,D,03,D,,
20172,03556193,19,0,1,800,D,1,D,125,D,13,D,,
20172,03556213,31,0,1,840,D,1,D,55,D,03,D,,
20172,03556223,23,0,2,520,D,1,D,12,D,03,D,,
20172,03556273,20,0,1,150,D,1,D,1,D,03,D,,
20172,03566502,25,0,1,840,D,1,D,55,D,01,D,,
20172,03566502,26,0,1,520,D,1,D,24,D,02,D,,
20172,03566502,27,0,1,330,D,1,D,4,D,13,D,,
20172,03566502,28,0,1,355,D,1,D,10,D,13,D,,
20172,03566502,29,0,1,355,D,1,D,7,D,13,D,,
20172,03566532,67,0,1,610,D,1,D,62,D,01,D,,
20172,03566532,68,0,1,610,D,1,D,35,D,02,D,,
20172,03566532,69,0,1,610,D,1,D,36,D,03,D,,
20172,03566532,70,0,1,600,D,1,D,205,D,02,D,,
20172,03566532,71,0,1,500,D,1,D,113,D,02,D,,
20172,03566532,72,0,1,500,D,1,D,203,D,01,D,,
20172,03566532,73,0,1,520,D,1,D,25,D,03,D,,
20172,03566532,74,0,1,340,D,1,D,3,D,03,D,,
20172,03566542,35,0,1,700,D,1,D,49,D,02,D,,
20172,03566542,36,0,1,355,D,1,D,40,D,13,D,,
20172,03566542,37,0,2,610,D,1,D,30,D,01,D,,
20172,03566552,15,0,1,330,D,1,D,10,D,13,D,,
20172,03566552,16,0,1,355,D,1,D,5,D,13,D,,
20172,03566572,25,0,1,830,D,1,D,60,D,13,D,,
20172,03566572,26,0,1,210,D,1,D,50,D,13,D,,
20172,03566572,27,0,1,320,D,1,D,30,D,03,D,,
20172,03566572,28,0,1,340,D,1,D,40,D,02,D,,
20172,03566572,29,0,1,370,D,1,D,20,D,03,D,,
20172,03566572,30,0,1,355,D,1,D,10,D,13,D,,
20172,03566632,20,0,1,830,D,1,D,30,D,13,D,,
20172,03566722,30,0,1,830,D,1,D,20,D,13,D,,
20172,03566722,31,0,1,610,D,1,D,50,D,01,D,,
20172,03566722,32,0,1,840,D,1,D,12,D,01,D,,
20172,03566722,33,0,1,840,D,1,D,12,D,02,D,,
20172,03566722,34,0,1,840,D,1,D,12,D,03,D,,
20172,03566722,35,0,1,355,D,1,D,10,D,13,D,,
20172,03566722,36,0,1,355,D,1,D,12,D,13,D,,
20172,03566722,37,0,1,355,D,1,D,10,D,13,D,,
20172,03566752,12,0,1,830,D,1,D,40,D,13,D,,
20172,03566752,13,0,1,610,D,1,D,30,D,03,D,,
20172,03566752,14,0,1,600,D,1,D,25,D,02,D,,
20172,03566752,15,0,1,330,D,1,D,5,D,13,D,,
20172,03566772,10,0,1,520,D,1,D,10,D,02,D,,
20172,03566772,11,0,1,330,D,1,D,10,D,13,D,,
20172,03566782,9,0,1,355,D,1,D,12,D,13,D,,
20172,03566832,12,0,1,840,D,1,D,130,D,02,D,,
20172,03566832,13,0,2,840,D,1,D,110,D,01,D,,
20172,03566862,40,0,1,830,D,1,D,40,F,13,D,,
20172,03566862,41,0,1,840,D,1,D,99,D,02,D,,
20172,03566862,42,0,1,520,D,1,D,30,D,03,D,,
20172,03566862,43,0,1,310,D,1,D,25,D,01,D,,
20172,03566862,44,0,1,310,D,1,D,25,D,02,D,,
20172,03566862,45,0,1,310,D,1,D,25,D,03,D,,
20172,03566862,46,0,1,355,D,1,D,11,D,13,D,,
20172,03566862,47,0,2,820,D,1,D,49,D,01,D,,
20172,03566862,48,0,2,210,D,1,D,30,D,01,D,,
20172,03566862,49,0,2,310,D,1,D,80,D,01,D,,
20172,03566932,10,0,1,500,D,1,D,50,D,03,D,,
20172,03566932,11,0,1,520,D,1,D,20,D,03,D,,
20172,03566932,12,0,1,210,D,1,D,10,D,01,D,,
20172,03566942,29,0,1,610,D,1,D,30,D,03,D,,
20172,03566952,18,0,1,610,D,1,D,20,D,02,D,,
20172,03566952,19,0,1,380,D,1,D,25,D,02,D,,
20172,03566962,17,0,1,520,D,1,D,100,D,03,D,,
20172,03566962,18,0,2,530,D,1,D,50,D,01,D,,
20172,03566972,22,0,1,340,D,1,D,12,D,02,D,,
20172,03566972,23,0,2,210,D,1,D,15,D,01,D,,
20172,03566982,23,0,1,150,D,1,D,135,D,01,D,,
20172,03566982,24,0,1,210,D,1,D,25,D,01,D,,
20172,03566982,25,0,2,150,D,1,D,30,D,01,D,,
20172,03567002,20,0,2,840,D,1,D,80,D,01,D,,
20172,03567042,16,0,1,520,D,1,D,40,D,03,D,,
20172,03567092,46,0,1,820,D,1,D,150,D,02,D,,
20172,03567092,47,0,1,830,D,1,D,44,D,13,D,,
20172,03567092,48,0,1,520,D,1,D,20,D,02,D,,
20172,03567092,49,0,1,160,D,1,D,10,D,03,D,,
20172,03567092,50,0,1,500,D,1,D,20,D,03,D,,
20172,03567092,51,0,1,700,D,1,D,124,D,03,D,,
20172,03567092,52,0,2,310,D,1,D,40,D,01,D,,
20172,03567092,53,0,2,340,D,1,D,20,D,01,D,,
20172,03567182,27,0,1,830,D,1,D,80,D,13,D,,
20172,03567182,28,0,1,610,D,1,D,40,D,01,D,,
20172,03567182,29,0,1,610,D,1,D,40,D,03,D,,
20172,03567182,30,0,1,520,D,1,D,20,D,02,D,,
20172,03567182,31,0,1,340,D,1,D,20,D,03,D,,
20172,03567182,32,0,1,355,D,1,D,11,D,13,D,,
20172,03567202,18,0,1,830,D,1,D,35,D,13,D,,
20172,03567352,23,0,1,520,D,1,D,40,D,01,D,,
20172,03567352,24,0,1,520,D,1,D,20,D,02,D,,
20172,03567352,25,0,1,520,D,1,D,60,D,03,D,,
20172,03567352,26,0,1,355,D,1,D,20,D,13,D,,
20172,03567362,25,0,1,355,D,1,D,8,D,13,D,,
20172,03567442,31,0,1,530,D,1,D,1200,D,03,D,,
20172,03567482,28,0,1,355,D,1,D,11,D,13,D,,
20172,03567532,18,0,1,520,D,1,D,25,D,03,D,,
20172,03567542,16,0,1,210,D,1,D,55,D,01,D,,
20172,03567542,17,0,1,340,D,1,D,35,D,03,D,,
20172,03567662,17,0,2,160,D,1,D,10,D,01,D,,
20172,03567672,17,0,1,370,D,1,D,85,D,03,D,,
20172,03567702,16,0,1,520,D,1,D,30,D,01,D,,
20172,03567702,17,0,1,520,D,1,D,30,D,02,D,,
20172,03567702,18,0,1,520,D,1,D,40,D,03,D,,
20172,03567702,19,0,1,320,D,1,D,30,D,01,D,,
20172,03567702,20,0,1,320,D,1,D,11,D,02,D,,
20172,03567702,21,0,1,320,D,1,D,24,D,03,D,,
20172,03567702,22,0,1,355,D,1,D,9,D,13,D,,
20172,03567702,23,0,2,520,D,1,D,125,D,01,D,,
20172,03567702,24,0,2,210,D,1,D,60,D,01,D,,
20172,03567702,25,0,2,330,D,1,D,23,D,01,D,,
20172,03567782,16,0,1,830,D,1,D,20,D,13,D,,
20172,03567782,17,0,1,840,D,1,D,99,D,01,D,,
20172,03567782,18,0,1,500,D,1,D,160,D,03,D,,
20172,03567782,19,0,1,530,D,1,D,55,D,02,D,,
20172,03567782,20,0,1,355,D,1,D,20,D,13,D,,
20172,03567782,21,0,1,355,D,1,D,20,D,13,D,,
20172,03567782,22,0,1,410,D,1,D,58,D,01,D,,
20172,03567782,23,0,1,330,D,1,D,16,D,13,D,,
20172,03567882,47,0,1,520,D,1,D,25,D,02,D,,
20172,03567882,48,0,1,530,D,2,D,70,D,03,D,,
20172,03567902,13,0,1,520,D,1,D,18,D,02,D,,
20172,03567902,14,0,1,320,D,1,D,30,D,02,D,,
20172,03567902,15,0,1,320,D,1,D,50,D,03,D,,
20172,03567902,16,0,2,320,D,1,D,75,D,01,D,,
20172,03567902,17,0,2,370,D,1,D,90,D,01,D,,
20172,03567944,7,0,1,830,D,1,D,60,D,13,D,,
20172,03568002,34,0,1,530,D,1,D,30,D,03,D,,
20172,03568002,35,0,1,310,D,1,D,110,D,03,D,,
20172,03568032,32,0,1,610,D,1,D,500,D,03,D,,
20172,03568032,33,0,1,840,D,1,D,125,D,02,D,,
20172,03568032,34,0,1,520,D,1,D,36,D,03,D,,
20172,03568032,35,0,1,330,D,1,D,4,D,13,D,,
20172,03568032,36,0,1,355,D,1,D,8,D,13,D,,
20172,03568072,17,0,1,150,D,1,D,28,F,02,D,,
20172,03568212,28,0,1,830,D,1,D,55,D,13,D,,
20172,03568212,29,0,1,500,D,1,D,130,D,01,D,,
20172,03568212,30,0,1,150,D,1,D,35,D,01,D,,
20172,03568212,31,0,1,355,D,1,D,25,D,13,D,,
20172,03568212,32,0,2,150,D,1,D,35,D,01,D,,
20172,03568272,22,0,1,520,D,1,D,40,D,03,D,,
20172,03568322,16,0,1,150,D,1,D,114,D,01,D,,
20172,03568332,55,0,1,840,D,1,D,10,D,01,D,,
20172,03568332,56,0,1,840,D,1,D,10,D,02,D,,
20172,03568332,57,0,1,840,D,1,D,10,D,03,D,,
20172,03568332,58,0,1,150,D,1,D,24,D,01,D,,
20172,03568332,59,0,1,150,D,1,D,24,D,02,D,,
20172,03568332,60,0,1,150,D,1,D,24,D,03,D,,
20172,03568332,61,0,1,210,D,1,D,40,D,13,D,,
20172,03568332,62,0,1,500,D,1,D,120,D,02,D,,
20172,03568332,63,0,1,310,D,1,D,100,D,01,D,,
20172,03568332,64,0,1,355,D,1,D,10,D,13,D,,
20172,03568332,65,0,1,355,D,1,D,10,D,13,D,,
20172,03568332,66,0,1,370,D,1,D,100,D,01,D,,
20172,03568332,67,0,1,370,D,1,D,100,D,02,D,,
20172,03568332,68,0,1,370,D,1,D,100,D,03,D,,
20172,03568332,69,0,1,410,D,1,D,120,D,03,D,,
20172,03568422,26,0,1,520,D,1,D,60,D,02,D,,
20172,03568472,15,0,1,340,D,1,D,15,D,01,D,,
20172,03568472,16,0,1,340,D,1,D,15,D,02,D,,
20172,03568472,17,0,1,340,D,1,D,15,D,03,D,,
20172,03568482,55,0,1,840,D,1,D,125,D,01,D,,
20172,03568482,56,0,1,500,D,1,D,632,D,02,D,,
20172,03568482,57,0,1,355,D,1,D,20,D,03,D,,
20172,03568482,58,0,2,520,D,1,D,12,D,01,D,,
20172,03568482,59,0,2,150,D,1,D,40,D,01,D,,
20172,03568502,33,0,1,840,D,1,D,110,D,01,D,,
20172,03568582,35,0,1,160,D,1,D,110,D,03,D,,
20172,03568582,36,0,1,210,D,1,D,110,D,01,D,,
20172,03568582,37,0,1,210,D,1,D,213,D,02,D,,
20172,03568582,38,0,1,320,D,1,D,8,D,03,D,,
20172,03568642,17,0,1,150,D,1,D,75,D,02,D,,
20172,03568642,18,0,1,210,D,1,D,75,D,03,D,,
20172,03568772,31,0,1,210,D,1,D,7,D,01,D,,
20172,03568772,32,0,1,210,D,1,D,9,D,03,D,,
20172,03568772,33,0,1,400,D,1,D,6,D,02,D,,
20172,03568802,18,0,1,150,D,1,D,20,D,03,D,,
20172,03568882,15,0,1,520,D,1,D,6,D,03,D,,
20172,03568893,32,0,1,830,D,1,D,88,D,13,D,,
20172,03568893,33,0,1,520,D,1,D,50,D,03,D,,
20172,03568893,34,0,1,340,D,1,D,60,D,02,D,,
20172,03568942,14,0,2,840,D,1,D,35,D,01,D,,
20172,03568982,16,0,2,150,D,1,D,94,D,01,D,,
20172,03569002,23,0,1,700,D,1,D,110,D,01,D,,
20172,03569002,24,0,2,520,D,1,D,20,D,01,D,,
20172,03569012,54,0,1,830,D,1,D,70,D,13,D,,
20172,03569012,55,0,1,150,D,1,D,18,D,01,D,,
20172,03569012,56,0,1,150,D,1,D,18,D,02,D,,
20172,03569012,57,0,1,150,D,1,D,18,D,03,D,,
20172,03569012,58,0,1,520,D,1,D,16,D,02,D,,
20172,03569012,59,0,1,520,D,1,D,16,D,03,D,,
20172,03569012,60,0,2,150,D,1,D,18,D,01,D,,
20172,03569042,20,0,1,320,D,1,D,10,D,01,D,,
20172,03569072,43,0,1,520,D,1,D,80,D,01,D,,
20172,03569072,44,0,1,355,D,1,D,5,D,13,D,,
20172,03569102,14,0,1,830,D,1,D,20,D,13,D,,
20172,03569102,15,0,1,500,D,1,D,200,D,03,D,,
20172,03569102,16,0,1,355,D,1,D,10,D,13,D,,
20172,03569182,31,0,1,610,D,1,D,15,D,03,D,,
20172,03569182,32,0,1,210,D,1,D,50,D,01,D,,
20172,03569182,33,0,1,410,D,1,D,15,D,01,D,,
20172,03569182,34,0,1,410,D,1,D,15,D,02,D,,
20172,03569182,35,0,1,410,D,1,D,15,D,03,D,,
20172,03569212,20,0,1,210,D,1,D,10,D,13,D,,
20172,03569272,33,0,1,500,D,1,D,200,D,01,D,,
20172,03569272,34,0,1,500,D,1,D,100,D,03,D,,
20172,03569272,35,0,1,355,D,1,D,8,D,13,D,,
20172,03569292,10,0,1,700,D,1,D,121,D,13,D,,
20172,03569462,17,0,1,355,D,1,D,9,D,13,D,,
20172,03569482,35,0,1,830,D,1,D,26,D,13,D,,
20172,03569482,36,0,2,610,D,1,D,320,D,01,D,,
20172,03569482,37,0,2,840,D,1,D,100,D,01,D,,
20172,03569492,8,0,1,830,D,1,D,20,D,13,D,,
20172,03569502,23,0,1,950,D,1,D,1200,D,02,D,,
20172,03569562,21,0,1,830,D,1,D,15,D,13,D,,
20172,03569562,22,0,1,840,D,1,D,55,D,03,D,,
20172,03569562,23,0,2,320,D,1,D,6,D,01,D,,
20172,03569582,25,0,1,830,D,1,D,40,D,13,D,,
20172,03569582,26,0,1,500,D,1,D,30,D,01,D,,
20172,03569582,27,0,1,520,D,1,D,30,D,03,D,,
20172,03569582,28,0,1,210,D,1,D,40,D,01,D,,
20172,03569582,29,0,1,320,D,1,D,30,D,01,D,,
20172,03569582,30,0,1,330,D,1,D,15,D,13,D,,
20172,03569582,31,0,1,355,D,1,D,15,D,13,D,,
20172,03569582,32,0,1,355,D,1,D,40,D,03,D,,
20172,03569622,27,0,1,310,D,1,D,16,D,03,D,,
20172,03569672,50,0,1,830,D,1,D,300,D,01,D,,
20172,03569672,51,0,1,530,D,1,D,75,D,01,D,,
20172,03569672,52,0,1,530,D,1,D,75,D,02,D,,
20172,03569672,53,0,1,530,D,1,D,75,D,03,D,,
20172,03569672,54,0,1,355,D,1,D,35,D,13,D,,
20172,03569682,17,0,1,160,D,1,D,5,D,02,D,,
20172,03569682,18,0,1,600,D,1,D,15,D,03,D,,
20172,03569802,42,0,1,530,D,1,D,50,D,02,D,,
20172,03569802,43,0,2,520,D,1,D,19,D,01,D,,
20172,03569822,17,0,1,520,D,1,D,45,D,03,D,,
20172,03569822,18,0,1,520,D,1,D,90,D,02,D,,
20172,03569822,19,0,1,355,D,1,D,8,D,13,D,,
20172,03569832,23,0,1,210,D,1,D,30,D,13,D,,
20172,03569832,24,0,1,355,D,1,D,10,D,13,D,,
20172,03569832,25,0,2,500,D,1,D,80,D,01,D,,
20172,03569832,26,0,2,150,D,1,D,152,D,01,D,,
20172,03569842,25,0,1,500,D,1,D,100,D,03,D,,
20172,03569842,26,0,1,530,D,1,D,60,D,03,D,,
20172,03569842,27,0,1,370,D,1,D,40,D,02,D,,
20172,03569852,20,0,1,830,D,1,D,22,D,13,D,,
20172,03569852,21,0,1,840,D,1,D,60,D,03,D,,
20172,03569852,22,0,1,520,D,1,D,130,D,01,D,,
20172,03569852,23,0,1,340,D,1,D,65,D,01,D,,
20172,03569902,37,0,1,830,D,1,D,24,D,13,D,,
20172,03569902,38,0,1,840,D,1,D,110,D,03,D,,
20172,03569902,39,0,1,340,D,1,D,3,D,03,D,,
20172,03569902,40,0,1,355,D,1,D,8,D,13,D,,
20172,03569932,44,0,1,520,D,1,D,40,D,03,D,,
20172,03569932,45,0,1,355,D,1,D,12,D,13,D,,
20172,03569932,46,0,1,340,D,1,D,25,D,01,D,,
20172,03569932,47,0,1,340,D,1,D,25,D,02,D,,
20172,03569932,48,0,1,340,D,1,D,25,D,03,D,,
20172,03569942,62,0,1,820,D,1,D,500,D,01,D,,
20172,03569942,63,0,1,840,D,1,D,110,D,01,D,,
20172,03569942,64,0,1,840,D,1,D,99,D,01,D,,
20172,03569942,65,0,1,500,D,1,D,131,D,03,D,,
20172,03569942,66,0,1,520,D,1,D,100,D,02,D,,
20172,03569942,67,0,1,520,D,1,D,50,D,03,D,,
20172,03569942,68,0,1,530,D,1,D,750,D,03,D,,
20172,03569942,69,0,1,150,D,1,D,10,D,01,D,,
20172,03569942,70,0,1,210,D,1,D,144,D,01,D,,
20172,03569942,71,0,1,210,D,1,D,12,D,03,D,,
20172,03569942,72,0,1,210,D,1,D,10,D,02,D,,
20172,03569942,73,0,1,210,D,1,D,30,D,02,D,,
20172,03569942,74,0,1,210,D,1,D,14,D,02,D,,
20172,03569942,75,0,1,210,D,1,D,15,D,02,D,,
20172,03569942,76,0,1,210,D,1,D,16,D,02,D,,
20172,03569942,77,0,1,210,D,1,D,22,D,02,D,,
20172,03569942,78,0,1,210,D,1,D,23,D,01,D,,
20172,03569942,79,0,1,210,D,1,D,34,D,03,D,,
20172,03569942,80,0,1,210,D,1,D,16,D,02,D,,
20172,03569942,81,0,1,210,D,1,D,22,D,01,D,,
20172,03569942,82,0,1,210,D,1,D,30,D,13,D,,
20172,03569942,83,0,1,355,D,1,D,4,D,13,D,,
20172,03569942,84,0,1,370,D,1,D,40,D,02,D,,
20172,03569942,85,0,1,400,D,1,D,5,D,01,D,,
20172,03569942,86,0,1,400,D,1,D,5,D,02,D,,
20172,03569942,87,0,1,400,D,1,D,5,D,03,D,,
20172,03569942,88,0,2,520,D,1,D,50,D,01,D,,
20172,03569942,89,0,2,150,D,1,D,50,D,01,D,,
20172,03569942,90,0,2,210,D,1,D,100,D,01,D,,
20172,03569982,31,0,1,330,D,1,D,16,D,13,D,,
20172,03569982,32,0,1,355,D,1,D,8,D,13,D,,
20172,03569992,10,0,1,520,D,1,D,20,D,02,D,,
20172,03569992,11,0,1,520,D,1,D,20,D,03,D,,
20172,03569992,12,0,1,320,D,1,D,10,D,01,D,,
20172,03569992,13,0,1,320,D,1,D,10,D,02,D,,
20172,03569992,14,0,1,320,D,1,D,10,D,03,D,,
20172,03570002,34,0,1,610,D,1,D,91,D,01,D,,
20172,03570002,35,0,1,840,D,1,D,9,D,01,D,,
20172,03570002,36,0,1,520,D,1,D,8,D,01,D,,
20172,03570002,37,0,1,520,D,1,D,8,D,02,D,,
20172,03570002,38,0,1,520,D,1,D,8,D,03,D,,
20172,03570002,39,0,1,355,D,1,D,8,D,13,D,,
20172,03570012,18,0,1,355,D,1,D,6,D,02,D,,
20172,03570012,19,0,1,355,D,1,D,6,D,03,D,,
20172,03570082,15,0,1,840,D,1,D,55,D,02,D,,
20172,03570082,16,0,1,520,D,1,D,30,D,03,D,,
20172,03570132,37,0,1,610,D,1,D,8,D,01,D,,
20172,03570132,38,0,1,520,D,1,D,10,D,03,D,,
20172,03570162,25,0,1,520,D,1,D,40,D,02,D,,
20172,03570162,26,0,1,160,D,1,D,50,D,03,D,,
20172,03570162,27,0,1,210,D,1,D,25,D,13,D,,
20172,03570232,15,0,1,355,D,1,D,9,D,13,D,,
20172,03570382,21,0,1,150,D,1,D,120,D,02,D,,
20172,03570422,22,0,1,340,D,1,D,45,D,03,D,,
20172,03570422,23,0,1,355,D,1,D,10,D,13,D,,
20172,03570492,13,0,1,520,D,1,D,50,D,01,D,,
20172,03570522,31,0,1,310,D,1,D,48,D,03,D,,
20172,03570532,22,0,1,500,D,1,D,1020,D,03,D,,
20172,03570572,13,0,1,520,D,1,D,27,D,03,D,,
20172,03570602,16,0,1,500,D,1,D,12,D,02,D,,
20172,03570602,17,0,1,520,D,1,D,7,D,02,D,,
20172,03570602,18,0,2,330,D,1,D,5,D,01,D,,
20172,03570642,38,0,1,830,D,1,D,79,D,13,D,,
20172,03570642,39,0,1,600,D,1,D,23,D,03,D,,
20172,03570642,40,0,1,500,D,1,D,325,D,01,D,,
20172,03570642,41,0,2,610,D,1,D,90,D,01,D,,
20172,03570642,42,0,2,820,D,1,D,49,D,01,D,,
20172,03570642,43,0,2,320,D,1,D,23,D,01,D,,
20172,03570682,17,0,1,355,D,1,D,10,D,13,D,,
20172,03570704,5,0,1,355,D,1,D,9,D,13,D,,
20172,03570712,23,0,1,830,D,1,D,75,D,13,D,,
20172,03570712,24,0,1,355,D,1,D,15,D,03,D,,
20172,03570742,24,0,1,830,D,1,D,49,D,03,D,,
20172,03570742,25,0,1,600,D,1,D,250,F,02,D,,
20172,03570742,26,0,1,500,D,1,D,150,D,03,D,,
20172,03570752,9,0,1,600,D,1,D,110,D,02,D,,
20172,03570762,29,0,1,840,D,1,D,99,D,01,D,,
20172,03570762,30,0,1,500,D,1,D,300,D,03,D,,
20172,03570762,31,0,1,530,D,1,D,60,D,03,D,,
20172,03570762,32,0,1,355,D,1,D,10,D,13,D,,
20172,03570772,20,0,1,520,D,1,D,10,D,02,D,,
20172,03570772,21,0,1,530,D,1,D,30,D,03,D,,
20172,03570772,22,0,1,330,D,1,D,8,D,13,D,,
20172,03570802,28,0,1,355,D,1,D,20,D,13,D,,
20172,03570822,26,0,1,800,D,1,D,14,D,03,D,,
20172,03570822,27,0,2,840,D,1,D,53,D,01,D,,
20172,03570822,28,0,2,355,D,1,D,2,D,01,D,,
20172,03570862,20,0,1,830,D,1,D,100,D,13,D,,
20172,03570862,21,0,1,370,D,1,D,18,D,01,D,,
20172,03570872,11,0,1,820,D,1,D,99,D,02,D,,
20172,03570872,12,0,1,600,D,1,D,30,D,01,D,,
20172,03570872,13,0,1,530,D,1,D,10,D,01,D,,
20172,03570872,14,0,1,530,D,1,D,10,D,01,D,,
20172,03570882,6,0,1,355,D,1,D,9,D,13,D,,
20172,03570902,45,0,1,520,D,1,D,8,D,01,D,,
20172,03570902,46,0,1,150,D,1,D,120,D,01,D,,
20172,03570902,47,0,1,210,D,1,D,30,D,13,D,,
20172,03570902,48,0,2,150,D,1,D,120,D,01,D,,
20172,03570912,20,0,1,150,D,1,D,78,D,01,D,,
20172,03570992,25,0,1,210,D,1,D,15,D,13,D,,
20172,03570992,26,0,1,320,D,1,D,15,D,03,D,,
20172,03571012,14,0,1,520,D,1,D,20,D,03,D,,
20172,03571012,15,0,1,355,D,1,D,15,D,13,D,,
20172,03571102,51,0,1,520,D,1,D,21,D,03,D,,
20172,03571102,52,0,1,150,D,1,D,10,D,01,D,,
20172,03571102,53,0,1,310,D,1,D,10,D,02,D,,
20172,03571102,54,0,2,520,D,1,D,18,D,01,D,,
20172,03571142,11,0,1,700,D,1,D,20,D,13,D,,
20172,03571172,13,0,1,500,D,1,D,30,D,03,D,,
20172,03571172,14,0,1,520,D,1,D,7,D,03,D,,
20172,03571172,15,0,1,520,D,1,D,5,D,02,D,,
20172,03571172,16,0,1,520,D,1,D,5,D,01,D,,
20172,03571172,17,0,1,530,D,1,D,20,D,03,D,,
20172,03571172,18,0,1,310,D,1,D,12,D,03,D,,
20172,03571172,19,0,1,330,D,1,D,10,D,13,D,,
20172,03571172,20,0,1,355,D,1,D,2,D,01,D,,
20172,03571213,21,0,1,830,D,1,D,20,D,13,D,,
20172,03571213,22,0,1,355,D,1,D,8,D,13,D,,
20172,03571213,23,0,2,410,D,1,D,15,D,01,D,,
20172,03571222,8,0,1,160,D,1,D,10,D,01,D,,
20172,03571222,9,0,1,160,D,1,D,10,D,02,D,,
20172,03571222,10,0,1,160,D,1,D,10,D,03,D,,
20172,03571242,24,0,1,520,D,1,D,60,D,01,D,,
20172,03571242,25,0,1,520,D,1,D,60,D,02,D,,
20172,03571242,26,0,1,520,D,1,D,60,D,03,D,,
20172,03571242,27,0,1,210,D,1,D,25,D,13,D,,
20172,03571242,28,0,1,700,D,1,D,15,D,13,D,,
20172,03571272,18,0,1,160,D,1,D,45,D,01,D,,
20172,03571272,19,0,1,160,D,1,D,45,D,02,D,,
