QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,LSDNUM,LSDNUM_,LSDCODE,LSDCODE_,MODELYR,MODELYR_,PRCBSNSZ,PRCB_NSZ,NUMPAY,NUMPAY_,PMTMONTH,PMTM_NTH,PAYEXPX,PAYEXPX_,PAYTIME,PAYTIME_,EMPLYEXP,EMPL_EXP,TRADEEXP,TRAD_EXP,DOWNEXP,DOWNEXP_,DNEMPEXP,DNEM_EXP,LSDENDMO,LSDE_DMO,QADPMT1X,QADP_T1X,QADPMT2X,QADP_T2X,QADPMT3X,QADP_T3X,QEXTRA1X,QEXT_A1X,QEXTRA2X,QEXT_A2X,QEXTRA3X,QEXT_A3X,QADDOWNX,QADD_WNX,QADFEEX,QADFEEX_,LSD__AKE,LSDENDYR,LSDE_DYR,PMTYEAR,PMTYEAR_,LSD_MAKE
20174,03782231,12,0,1,01,D,105,D,2015,D,,A,36,D,04,D,250,D,3,D,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,,A,,A,,A,,A,D,,A,2015,D,TOY
20174,03782483,13,0,1,01,D,105,D,2016,D,,A,36,D,05,D,500,D,3,D,,A,5000,D,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2016,D,LAN
20174,03782651,16,0,1,01,D,105,D,2006,D,,A,54,D,03,D,600,D,3,D,,A,,A,700,D,,A,,A,600,D,600,D,600,D,,A,,A,,A,700,D,,A,D,,A,2016,D,TOY
20174,03782651,17,0,1,02,D,105,D,2015,D,,A,60,D,07,D,437,D,3,D,,A,,A,,A,,A,,A,437,D,437,D,437,D,,A,,A,,A,,A,,A,D,,A,2015,D,TOY
20174,03782774,11,0,1,01,D,105,D,2016,D,,A,42,D,04,D,325,D,3,D,,A,,C,,A,,A,,A,325,D,325,D,325,D,,A,,A,,A,,A,,A,D,,A,2017,D,SUB
20174,03782981,35,0,1,01,D,105,D,2015,D,,A,36,D,10,D,336,D,3,D,,A,,A,2500,D,,A,,A,336,D,336,D,336,D,,A,,A,,A,2500,D,,A,D,,A,2015,D,DOD
20174,03783111,12,0,1,01,D,105,D,2015,D,,A,36,D,07,D,265,D,3,D,,A,,A,2000,D,,A,,A,265,D,265,D,265,D,,A,,A,,A,2000,D,,A,D,,A,2015,D,VOK
20174,03783131,9,0,1,01,D,105,D,2009,D,,A,5,D,03,D,176,D,3,D,,A,,A,,A,,A,,A,176,D,176,D,176,D,,A,,A,,A,,A,,A,D,,A,2015,D,DOD
20174,03783361,17,0,1,01,D,105,D,2018,D,,A,36,D,08,D,475,D,3,D,,A,,A,5000,D,,A,,A,475,D,475,D,475,D,,A,,A,,A,5000,D,,A,D,,A,2017,D,AUD
20174,03784091,17,0,1,01,D,105,D,2015,D,,A,36,D,03,D,395,D,3,D,,A,,A,,A,,A,,A,395,D,395,D,395,D,,A,,A,,A,,A,,A,D,,A,2015,D,HON
20174,03784341,6,0,1,01,D,105,D,,C,,A,,C,08,F,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2016,F,FOR
20174,03785331,6,0,1,01,D,105,D,2013,D,,A,36,D,04,D,308,D,3,D,,A,,A,10000,D,,A,,A,308,D,308,D,308,D,,A,,A,,A,10000,D,,A,D,,A,2015,D,NIS
20174,03785961,11,0,1,01,D,105,D,2015,D,,A,,C,03,F,299,D,3,D,,A,,C,,A,,A,10,D,299,D,299,D,299,D,,A,,A,,A,,A,395,D,D,2017,D,2015,D,JEE
20174,03786051,3,0,1,01,D,105,D,2011,D,,A,60,D,12,D,320,D,3,D,,A,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,,A,D,,A,2017,D,JEE
20174,03786573,21,0,1,01,D,105,D,2005,D,,A,,C,04,F,245,D,3,D,,A,,A,1000,D,,A,,A,245,D,245,D,245,D,,A,,A,,A,1000,D,,A,D,,A,2005,D,CHE
20174,03797441,8,0,1,01,D,105,D,2017,D,,A,60,D,07,D,480,D,3,D,,A,5000,D,2500,D,,A,,A,480,D,480,D,480,D,,A,,A,,A,2500,D,,A,D,,A,2017,D,DOD
20174,03797951,13,0,1,01,D,105,D,2016,D,,A,36,D,02,D,299,D,3,D,,A,5400,D,1000,D,,A,,A,299,D,299,D,299,D,,A,,A,,A,1000,D,,A,D,,A,2017,D,HON
20174,03798151,13,0,1,01,D,105,D,2016,D,,A,24,D,01,D,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHE
20174,03798971,9,0,1,01,D,105,D,2006,D,,A,36,D,03,D,310,D,3,D,,A,,A,,A,,A,,A,310,D,310,D,310,D,,A,,A,,A,,A,,A,D,,A,2016,D,MAZ
20174,03798971,10,0,1,02,D,105,D,2016,D,,A,36,D,01,D,170,D,3,D,,A,,A,2000,D,,A,,A,170,D,170,D,170,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,TOY
20174,03799031,8,0,1,01,D,105,D,2015,D,,A,36,D,05,D,390,D,3,D,,A,,A,,A,,A,,A,390,D,390,D,390,D,,A,,A,,A,,A,,A,D,,A,2015,D,LEX
20174,03799031,9,0,1,02,D,105,D,2017,D,,A,36,D,01,D,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2017,D,BMW
20174,03799961,12,0,1,01,D,105,D,2016,D,,A,24,D,07,D,530,D,3,D,,A,,A,,A,,A,,A,530,D,530,D,530,D,,A,,A,,A,,A,,A,D,,A,2016,D,FOR
20174,03800031,8,0,1,01,D,105,D,2017,D,,A,36,D,07,D,260,D,3,D,,A,,A,,A,,A,,A,260,D,260,D,260,D,,A,,A,,A,,A,,A,D,,A,2017,D,NIS
20174,03800701,6,0,1,01,D,105,D,2017,D,,A,36,D,01,D,328,D,3,D,,A,,A,,A,,A,,A,328,D,328,D,328,D,,A,,A,,A,,A,,A,D,,A,2017,D,NIS
20174,03800801,11,0,1,01,D,105,D,2017,D,,A,36,D,08,D,162,D,3,D,,A,,A,4000,D,,A,,A,162,D,162,D,162,D,,A,,A,,A,4000,D,,A,D,,A,2017,D,HYU
20174,03800981,6,0,1,01,D,105,D,2015,D,,A,36,D,08,D,359,D,3,D,,A,,A,,A,,A,,A,359,D,359,D,359,D,,A,,A,,A,,A,,A,D,,A,2015,D,HYU
20174,03801201,33,0,1,01,D,105,D,2011,D,,A,60,D,04,D,450,D,3,D,,A,,A,1000,D,,A,,A,450,D,450,D,450,D,,A,,A,,A,1000,D,,A,D,,A,2017,D,LEX
20174,03801391,11,0,1,01,D,105,D,2015,D,,A,36,D,04,D,700,D,3,D,,A,,A,,A,,A,,A,700,D,700,D,700,D,,A,,A,,A,,A,,A,D,,A,2016,D,MRB
20174,03801391,12,0,1,02,D,105,D,2017,D,,A,36,D,06,D,600,D,3,D,,A,3000,D,,A,,A,,A,600,D,600,D,600,D,,A,,A,,A,,A,,A,D,,A,2017,D,HON
20174,03801631,5,0,1,01,D,105,D,2017,D,,A,48,D,03,D,198,D,3,D,,A,,A,,A,,A,,A,198,D,198,D,198,D,,A,,A,,A,,A,,A,D,,A,2017,D,HYU
20174,03801721,6,0,1,01,D,105,D,2016,D,,A,36,D,07,D,266,D,3,D,,A,400,D,3000,D,,A,,A,266,D,266,D,266,D,,A,,A,,A,3000,D,,A,D,,A,2016,D,HON
20174,03802481,5,0,1,01,D,105,D,2007,D,,A,36,D,05,D,360,D,3,D,,A,,A,,A,,A,,A,360,D,360,D,360,D,56,D,56,D,56,D,,A,,A,D,,A,2015,D,CHR
20174,03802571,9,0,1,01,D,105,D,2016,D,,A,36,D,12,D,170,D,3,D,,A,,A,,A,,A,,A,170,D,170,D,170,D,,A,,A,,A,,A,,A,D,,A,2015,D,HYU
20174,03802791,12,0,1,01,D,105,D,2016,D,,A,72,D,03,D,499,D,3,D,,A,,A,1000,D,,A,,A,499,D,499,D,499,D,,A,,A,,A,1000,D,,A,D,,A,2016,D,SCI
20174,03803381,16,0,1,01,D,105,D,2015,D,,A,36,D,09,D,270,D,3,D,,A,,A,,A,,A,,A,270,D,270,D,270,D,,A,,A,,A,,A,,A,D,,A,2015,D,HON
20174,03803391,10,0,1,01,D,105,D,2017,D,,A,36,D,11,D,378,D,3,D,,A,,A,,A,,A,,A,,A,,A,378,D,,A,,A,,A,,A,,A,D,,A,2017,D,CHE
20174,03803801,8,0,1,01,D,105,D,2016,D,,A,36,D,08,D,198,D,3,D,,A,,A,,A,,A,,A,198,D,198,D,198,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20174,03803941,17,0,1,01,D,105,D,2016,D,,A,36,D,01,D,435,D,3,D,,A,5000,D,,A,,A,,A,435,D,435,D,435,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHE
20174,03803941,18,0,1,02,D,105,D,2017,D,,A,60,D,03,D,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2017,D,FOR
20174,03804281,27,0,1,01,D,105,D,2016,D,,A,48,D,08,D,355,D,3,D,,A,,A,,A,,A,,A,355,D,355,D,355,D,,A,,A,,A,,A,,A,D,,A,2016,D,NIS
20174,03804591,31,0,1,01,D,105,D,2017,D,,A,39,D,08,D,400,D,3,D,,A,500,D,300,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,300,D,,A,D,,A,2017,D,CHE
20174,03804771,7,0,1,01,D,105,D,2015,D,,A,36,D,08,D,400,D,3,D,,A,,A,2000,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,2000,D,,A,D,,A,2015,D,DOD
20174,03804841,7,0,1,01,D,105,D,2017,D,,A,36,D,06,D,289,D,3,D,,A,,A,2000,D,,A,,A,289,D,289,D,289,D,,A,,A,,A,2000,D,,A,D,,A,2017,D,TOY
20174,03805191,11,0,1,01,D,105,D,2000,D,,A,48,D,11,D,216,D,3,D,,A,500,D,,A,,A,,A,216,D,216,D,216,D,,A,,A,,A,,A,,A,D,,A,2015,D,KIA
20174,03805271,17,0,1,01,D,105,D,2014,D,,A,36,D,03,D,450,D,3,D,,A,,A,1000,D,,A,,A,450,D,450,D,450,D,,A,,A,,A,1000,D,,A,D,,A,2015,D,NIS
20174,03805921,3,0,1,01,D,105,D,2015,D,,A,36,D,12,D,257,D,3,D,,A,,A,,A,,A,,A,257,D,257,D,257,D,,A,,A,,A,,A,,A,D,,A,2015,D,TOY
20174,03805921,4,0,1,02,D,105,D,2013,D,,A,60,D,01,D,320,D,3,D,,A,,A,,A,,A,,A,320,D,320,D,320,D,,A,,A,,A,,A,,A,D,,A,2013,D,TOY
20174,03805981,10,0,1,01,D,105,D,2016,D,,A,36,D,09,D,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2016,D,BMW
20174,03806061,39,0,1,01,D,105,D,2017,D,,A,36,D,11,D,299,D,3,D,,A,,A,1000,D,,A,,A,,A,,A,299,D,,A,,A,,A,1000,D,,A,D,,A,2017,D,SUB
20174,03806781,19,0,1,01,D,105,D,2017,D,,A,36,D,06,D,523,D,3,D,,A,500,D,,A,,A,,A,523,D,523,D,523,D,,A,,A,,A,,A,,A,D,,A,2017,D,TOY
20174,03807151,20,0,1,01,D,105,D,2016,D,,A,36,D,04,D,136,D,3,D,,A,,A,2000,D,,A,,A,136,D,136,D,136,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,VOK
20174,03807611,7,0,1,01,D,105,D,2017,D,,A,24,D,06,D,204,D,3,D,,A,,A,,A,,A,,A,204,D,204,D,204,D,,A,,A,,A,,A,,A,D,,A,2017,D,CHE
20174,03807661,13,0,1,01,D,105,D,2016,D,,A,48,D,08,D,542,D,3,D,,A,,A,1500,D,,A,,A,542,D,542,D,542,D,,A,,A,,A,1500,D,,A,D,,A,2016,D,FOR
20174,03807661,14,0,1,02,D,105,D,2016,D,,A,48,D,09,D,550,D,3,D,,A,,A,1000,D,,A,,A,550,D,550,D,550,D,,A,,A,,A,1000,D,,A,D,,A,2015,D,MRB
20174,03807761,15,0,1,01,D,105,D,2016,D,,A,36,D,01,D,383,D,3,D,,A,1500,D,,A,,A,,A,383,D,383,D,383,D,,A,,A,,A,,A,,A,D,,A,2016,D,VOK
20181,03640534,13,0,5,01,D,105,D,2016,D,,A,36,D,06,D,336,D,3,D,,A,,C,,A,,A,,A,336,D,336,D,336,D,,A,,A,,A,,A,,A,D,,A,2016,D,MAZ
20181,03641144,12,0,5,01,D,105,D,2016,D,,A,36,D,07,D,343,D,3,D,,A,,A,,A,,A,,A,343,D,343,D,343,D,,A,,A,,A,,A,,A,D,,A,2016,D,NIS
20181,03641714,21,0,5,01,D,105,D,2016,D,,A,24,D,02,D,199,D,3,D,,A,2500,D,,A,,A,12,D,199,D,199,D,199,D,,A,,A,,A,,A,380,F,D,,A,2016,D,TOY
20181,03641714,22,0,1,02,D,105,D,2018,D,,A,36,D,01,D,291,D,3,D,,A,,A,4000,D,,A,,A,,A,,A,,A,,A,,A,,A,4000,D,,A,D,,A,2018,D,TOY
20181,03641814,17,0,5,01,D,105,D,2016,D,,A,36,D,06,D,664,D,3,D,,A,,A,,A,,A,,A,664,D,664,D,664,D,,A,,A,,A,,A,,A,D,,A,2016,D,LIN
20181,03642244,35,0,5,02,D,105,D,2015,D,,A,36,D,08,D,211,D,3,D,,A,,A,,A,,A,,A,211,D,211,D,211,D,28,D,28,D,28,D,,A,,A,D,,A,2017,D,FOR
20181,03642464,10,0,5,01,D,105,D,2016,D,,A,24,D,01,D,91,D,3,D,,A,,A,2500,D,,A,12,F,91,D,91,D,91,D,1,D,1,D,1,D,2500,D,,A,D,,A,2016,D,TOY
20181,03642464,11,0,1,02,D,105,D,2018,D,,A,36,D,02,D,190,D,3,D,,A,,A,2600,D,,A,,A,,A,,A,,A,,A,,A,,A,2600,D,,A,D,,A,2018,D,TOY
20181,03642474,16,0,5,01,D,105,D,2017,D,,A,36,D,06,D,226,D,3,D,,A,,A,,A,,A,,A,226,D,226,D,226,D,,A,,A,,A,,A,,A,D,,A,2017,D,NIS
20181,03642714,24,0,5,01,D,105,D,2017,D,,A,36,D,11,D,340,D,3,D,,A,2000,D,3000,D,,A,,A,340,D,340,D,340,D,,A,,A,,A,3000,D,,A,D,,A,2016,D,FOR
20181,03642724,23,0,5,01,D,105,D,2016,D,,A,36,D,12,D,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2016,D,LEX
20181,03643374,11,0,1,01,D,105,D,2018,D,,A,36,D,02,D,370,D,3,D,,A,15000,D,3000,D,,A,,A,370,D,370,D,370,D,,A,,A,,A,3000,D,,A,D,,A,2018,D,BUI
20181,03645914,10,0,5,01,D,105,D,2017,D,,A,24,D,05,D,390,D,3,D,,A,,A,1500,D,,A,,A,390,D,390,D,390,D,,A,,A,,A,1500,D,,A,D,,A,2017,D,NIS
20181,03645914,11,0,5,02,D,105,D,2016,D,,A,36,D,05,D,269,D,3,D,,A,,A,1500,D,,A,12,D,269,D,269,D,269,D,,A,,A,,A,1500,D,,A,D,,A,2016,D,CHR
20181,03646054,15,0,5,01,D,105,D,2015,D,,A,48,D,01,D,230,D,3,D,,A,,A,,A,,A,,A,230,D,230,D,230,D,30,D,30,D,30,D,,A,,A,D,,A,2016,D,HYU
20181,03646314,7,0,5,01,D,105,D,2017,D,,A,,C,03,D,400,D,3,D,,A,,A,500,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,500,D,,A,D,,A,2017,D,FOR
20181,03646574,8,0,5,01,D,105,D,2015,D,,A,60,D,05,F,355,D,3,D,,A,,A,,A,,A,,A,355,D,355,D,355,D,,A,,A,,A,,A,,A,D,,A,2015,D,KIA
20181,03646734,8,0,5,01,D,105,D,2016,D,,A,36,D,07,D,300,D,3,D,,A,,A,2000,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,HON
20181,03646824,17,0,5,01,D,105,D,2016,D,,A,36,D,01,D,350,D,3,D,,A,,A,100,D,,A,,A,350,D,350,D,350,D,,A,,A,,A,100,D,,A,D,,A,2016,D,DOD
20181,03647594,18,0,1,01,D,105,D,2017,D,,A,36,D,12,D,260,D,3,D,,A,,A,2000,D,,A,,A,,A,,A,260,D,,A,,A,,A,2000,D,,A,D,,A,2017,D,KIA
20181,03647814,17,0,5,01,D,105,D,2016,D,,A,36,D,02,D,375,D,3,D,,A,,A,,A,,A,11,D,375,D,375,D,,A,,A,,A,,A,,A,,A,D,,A,2016,D,LIN
20181,03647814,18,0,5,02,D,105,D,2016,D,,A,36,D,06,D,,C,3,D,,A,,A,,A,,A,,A,230,F,230,F,230,F,,A,,A,,A,,A,,A,D,,A,2016,D,DOD
20181,03647814,19,0,1,03,D,105,D,2017,D,,A,36,D,11,D,289,D,3,D,,A,,A,,A,,A,,A,,A,289,D,289,D,,A,,A,,A,,A,,A,D,,A,2017,D,LIN
20181,03647974,16,0,5,01,D,105,D,2017,D,,A,39,D,03,D,468,D,3,D,,A,,A,,A,,A,,A,468,D,468,D,468,D,,A,,A,,A,,A,,A,D,,A,2017,D,CHE
20181,03647974,18,0,5,03,D,105,D,2017,D,,A,36,D,06,D,450,D,3,D,,A,,A,,A,,A,,A,450,D,450,D,450,D,,A,,A,,A,,A,,A,D,,A,2017,D,CHE
20181,03648054,10,0,5,01,D,105,D,2015,D,,A,36,D,04,D,250,D,3,D,,A,,C,,A,,A,,A,250,D,250,D,250,D,,A,,A,,A,,A,,A,D,,A,2016,D,FOR
20181,03648204,24,0,5,01,D,105,D,2016,D,,A,72,D,06,D,330,D,3,D,,A,,A,1500,D,,A,,A,330,D,330,D,330,D,,A,,A,,A,1500,D,,A,D,,A,2017,D,TOY
20181,03648364,11,0,5,01,D,105,D,2015,D,,A,3,D,01,F,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHE
20181,03648484,19,0,5,01,D,105,D,2016,D,,A,36,D,04,D,430,D,3,D,,A,,A,1100,D,,A,,A,430,D,430,D,430,D,,A,,A,,A,1100,D,,A,D,,A,2016,D,LIN
20181,03648494,4,0,5,01,D,105,D,2017,D,,A,,C,04,F,,C,3,D,,A,,A,,A,,A,,A,150,F,150,F,150,F,,A,,A,,A,,A,,A,D,,A,2017,D,GMC
20181,03648934,22,0,5,02,D,105,D,2017,D,,A,36,D,01,D,233,D,3,D,,A,,A,1000,D,,A,,A,233,D,233,D,233,D,,A,,A,,A,1000,D,,A,D,,A,2017,D,SUB
20181,03649054,34,0,5,01,D,105,D,2016,D,,A,42,D,07,D,277,D,3,D,,A,,A,,A,,A,,A,277,D,277,D,277,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHE
20181,03649864,43,0,1,01,D,105,D,2017,D,,A,24,D,01,D,199,D,3,D,,A,3000,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,550,D,,A,D,,A,2018,D,GMC
20181,03650184,28,0,5,01,D,105,D,2017,D,,A,,C,01,D,469,D,3,D,,A,,A,2000,D,,A,,A,469,D,469,D,469,D,,A,,A,,A,2000,D,,A,D,,A,2017,D,JEE
20181,03650354,19,0,5,01,D,105,D,2016,D,,A,36,D,03,D,222,D,3,D,,A,,A,1000,D,,A,,A,222,D,222,D,222,D,,A,,A,,A,1000,D,,A,D,,A,2016,D,VOK
20181,03650394,28,0,5,02,D,105,D,2017,D,,A,39,D,11,D,300,D,3,D,,A,1000,D,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2017,D,MAZ
20181,03650544,10,0,5,01,D,105,D,2015,D,,A,36,D,07,D,283,D,3,D,,A,,A,3000,D,,A,,A,283,D,283,D,283,D,,A,,A,,A,3000,D,,A,D,,A,2015,D,SUB
20181,03650544,11,0,5,02,D,105,D,2016,D,,A,36,D,09,D,290,D,3,D,,A,,A,3000,D,,A,,A,290,D,290,D,290,D,,A,,A,,A,3000,D,,A,D,,A,2016,D,HON
20181,03650914,13,0,5,01,D,105,D,2014,D,,A,36,D,01,D,290,D,3,D,,A,2000,D,,A,,A,12,D,290,D,290,D,,A,,A,,A,,A,,A,,A,D,,A,2015,D,HON
20181,03651774,13,0,5,01,D,105,D,2015,D,,A,39,D,02,D,379,D,3,D,,A,1500,D,,A,,A,,A,379,D,379,D,379,D,,A,,A,,A,,A,,A,D,,A,2015,D,CHE
20181,03651794,8,0,5,01,D,105,D,2015,D,,A,36,D,03,D,460,D,3,D,,A,,A,2000,D,,A,,A,460,D,460,D,460,D,,A,,A,,A,2000,D,,A,D,,A,2017,D,DOD
20181,03651994,8,0,5,01,D,105,D,2016,D,,A,36,D,09,D,359,D,3,D,,A,,A,2500,D,,A,,A,359,D,359,D,359,D,,A,,A,,A,2500,D,,A,D,,A,2016,D,HON
20181,03653284,8,0,1,01,D,105,D,2016,D,,A,,C,12,F,,C,3,D,,A,,A,,A,,A,,A,400,F,400,F,400,F,,A,,A,,A,,A,,A,A,,A,2016,D,
20181,03653564,19,0,5,02,D,105,D,2017,D,,A,36,D,08,D,,C,3,D,,A,,A,,A,,A,,A,378,F,378,F,378,F,,A,,A,,A,,A,,A,D,,A,2017,D,HON
20181,03653564,20,0,1,03,D,105,D,2018,D,,A,36,D,07,D,256,D,3,D,,A,,A,4000,D,,A,,A,256,D,256,D,256,D,,A,,A,,A,4000,D,,A,D,,A,2017,D,SUB
20181,03654514,11,0,1,01,D,105,D,2017,D,,A,36,D,11,D,189,D,3,D,,A,,A,3000,D,,A,,A,189,D,189,D,189,D,,A,,A,,A,3000,D,,A,D,,A,2017,D,HON
20181,03655984,22,0,5,01,D,105,D,2015,D,,A,36,D,05,D,189,D,3,D,,A,,A,,A,,A,,A,189,D,189,D,189,D,,A,,A,,A,,A,,A,D,,A,2015,D,VOK
20181,03656054,23,0,5,01,D,105,D,2017,D,,A,36,D,10,D,381,D,3,D,,A,,A,5000,D,,A,,A,381,D,381,D,381,D,,A,,A,,A,5000,D,,A,D,,A,2016,D,SUB
20181,03656304,23,0,5,01,D,105,D,2005,D,,A,,C,04,F,,C,,C,,A,,A,,A,,A,,A,500,F,500,F,500,F,,A,,A,,A,,A,,A,D,,A,2016,F,HYU
20181,03656314,8,0,5,01,D,105,D,,C,,A,36,D,03,D,199,D,3,D,,A,,A,1000,D,,A,,A,199,D,199,D,199,D,,A,,A,,A,1000,D,,A,D,,A,2016,D,TOY
20181,03657064,27,0,5,01,D,105,D,2017,D,,A,36,D,12,D,420,D,3,D,,A,,A,1000,D,,A,,A,420,D,420,D,420,D,,A,,A,,A,1000,D,,A,D,,A,2016,D,GMC
20181,03657354,9,0,1,01,D,105,D,2017,D,,A,36,D,02,D,450,D,3,D,,A,,A,,A,,A,,A,450,D,450,D,450,D,,A,,A,,A,,A,,A,D,,A,2017,D,SUB
20181,03659094,24,0,5,01,D,105,D,2015,D,,A,36,D,02,D,303,D,3,D,,A,,C,,A,,A,,A,303,D,303,D,303,D,,A,,A,,A,,A,,A,D,,A,2015,D,HON
20181,03659094,26,0,5,03,D,105,D,2017,D,,A,36,D,11,D,214,D,3,D,,A,700,D,700,D,,A,,A,214,D,214,D,214,D,,A,,A,,A,700,D,,A,D,,A,2017,D,HON
20181,03659094,27,0,1,04,D,105,D,2017,D,,A,36,D,11,D,200,D,3,D,,A,13000,D,700,D,,A,,A,200,D,200,D,200,D,,A,,A,,A,700,D,,A,D,,A,2017,D,HON
20181,03659184,8,0,5,01,D,105,D,2016,D,,A,60,D,01,D,425,D,3,D,,A,,A,1000,D,,A,,A,425,D,425,D,425,D,,A,,A,,A,1000,D,,A,D,,A,2017,D,MAZ
20181,03660484,10,0,5,01,D,105,D,2016,D,,A,36,D,10,D,329,D,3,D,,A,1400,D,,A,,A,,A,329,D,329,D,329,D,,A,,A,,A,,A,,A,D,,A,2015,D,SUB
20181,03661424,10,0,5,01,D,105,D,2014,D,,A,36,D,09,F,335,D,3,D,,A,,A,,A,,A,,A,335,D,335,D,335,D,,A,,A,,A,,A,,A,D,,A,2014,D,MAZ
20181,03661454,26,0,5,01,D,105,D,2013,D,,A,72,D,10,D,300,D,3,D,,A,200,D,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2015,D,DOD
20181,03661814,22,0,1,01,D,105,D,2014,D,,A,48,D,05,D,730,D,3,D,,A,,A,,C,,A,02,D,730,D,730,D,730,D,,A,,A,,A,,B,,A,D,2018,D,2014,D,VOV
20181,03661884,24,0,5,01,D,105,D,2017,D,,A,48,D,09,D,630,D,3,D,,A,,A,4000,D,,A,,A,630,D,630,D,630,D,100,D,100,D,100,D,4000,D,,A,D,,A,2017,D,AUD
20181,03662674,20,0,5,01,D,105,D,2017,D,,A,36,D,12,D,400,D,3,D,,A,11800,D,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2017,D,FOR
20181,03662754,15,0,5,01,D,105,D,2015,D,,A,36,D,06,D,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2015,D,LAN
20181,03662894,9,0,5,01,D,105,D,2004,D,,A,12,D,05,D,200,D,3,D,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,,A,,A,,A,D,,A,2009,D,CHE
20181,03663204,15,0,5,01,D,105,D,2015,D,,A,36,D,03,D,300,D,3,D,,A,,A,2000,D,,A,01,D,300,D,300,D,300,D,,A,,A,,A,2000,D,,A,D,,A,2015,D,FOR
20181,03663204,16,0,1,02,D,105,D,2018,D,,A,36,D,02,D,310,D,3,D,,A,,A,4000,D,,A,,A,,A,,A,310,D,,A,,A,,A,4000,D,,A,D,,A,2018,D,LIN
20181,03663534,9,0,5,01,D,105,D,2016,D,,A,48,D,03,D,377,D,3,D,,A,,A,2000,D,,A,,A,377,D,377,D,377,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,JEE
20181,03663544,15,0,5,01,D,105,D,2015,D,,A,36,D,06,D,341,D,3,D,,A,,A,3000,D,,A,,A,341,D,341,D,341,D,,A,,A,,A,3000,D,,A,D,,A,2015,D,HON
20181,03664604,8,0,5,01,D,105,D,2011,D,,A,60,D,08,D,164,D,3,D,,A,2500,D,,A,,A,,A,164,D,164,D,164,D,,A,,A,,A,,A,,A,D,,A,2015,D,CHE
20181,03664894,18,0,5,01,D,105,D,2016,D,,A,36,D,02,D,631,D,3,D,,A,22000,D,10000,D,,A,,A,631,D,631,D,631,D,,A,,A,,A,10000,D,,A,D,,A,2017,D,FOR
20181,03665124,8,0,5,01,D,105,D,2014,D,,A,,C,07,F,330,D,3,D,,A,,A,,A,,A,,A,330,D,330,D,330,D,,A,,A,,A,,A,,A,D,,A,2016,F,DOD
20181,03665124,9,0,5,02,D,105,D,2016,D,,A,,C,01,F,,C,3,D,,A,,A,,A,,A,,A,330,F,330,F,330,F,,A,,A,,A,,A,,A,D,,A,2016,F,NIS
20181,03665264,7,0,5,01,D,105,D,2016,D,,A,,C,01,D,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2016,D,LEX
20181,03665834,24,0,5,01,D,105,D,2017,D,,A,36,D,10,D,490,D,3,D,,A,13000,D,1500,D,,A,,A,490,D,490,D,490,D,20,D,20,D,20,D,1500,D,,A,D,,A,2017,D,GMC
20181,03665984,10,0,5,01,D,105,D,2017,D,,A,36,D,07,D,220,D,3,D,,A,,A,,A,,A,,A,220,D,220,D,220,D,,A,,A,,A,,A,,A,D,,A,2016,D,HYU
20181,03666554,15,0,5,01,D,105,D,2016,D,,A,36,D,12,D,555,D,3,D,,A,,A,,A,,A,,A,555,D,555,D,555,D,,A,,A,,A,,A,,A,D,,A,2016,D,HON
