QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,LSDNUM,LSDNUM_,LSDCODE,LSDCODE_,MODELYR,MODELYR_,PRCBSNSZ,PRCB_NSZ,NUMPAY,NUMPAY_,PMTMONTH,PMTM_NTH,PAYEXPX,PAYEXPX_,PAYTIME,PAYTIME_,EMPLYEXP,EMPL_EXP,TRADEEXP,TRAD_EXP,DOWNEXP,DOWNEXP_,DNEMPEXP,DNEM_EXP,LSDENDMO,LSDE_DMO,QADPMT1X,QADP_T1X,QADPMT2X,QADP_T2X,QADPMT3X,QADP_T3X,QEXTRA1X,QEXT_A1X,QEXTRA2X,QEXT_A2X,QEXTRA3X,QEXT_A3X,QADDOWNX,QADD_WNX,QADFEEX,QADFEEX_,LSD__AKE,LSDENDYR,LSDE_DYR,PMTYEAR,PMTYEAR_,LSD_MAKE
20172,03499374,11,0,5,01,D,105,D,2014,D,,A,36,D,07,D,347,D,3,D,,A,,A,,A,,A,,A,347,D,347,D,347,D,,A,,A,,A,,A,,A,D,,A,2014,D,FOR
20172,03499604,5,0,5,01,D,105,D,2016,D,,A,39,D,03,D,535,D,3,D,,A,9000,D,,A,,A,,A,535,D,535,D,535,D,,A,,A,,A,,A,,A,D,,A,2016,D,HON
20172,03499684,13,0,5,01,D,105,D,2015,D,,A,36,D,09,D,398,D,3,D,,A,,A,,A,,A,05,D,398,D,398,D,398,D,,A,,A,,A,,A,,A,D,,A,2015,D,TOY
20172,03499684,14,0,1,02,D,105,D,2017,D,,A,60,D,07,D,405,D,3,D,,A,,A,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,1500,D,,A,D,,A,2017,D,TOY
20172,03499904,18,0,1,01,D,105,D,2017,D,,A,36,D,05,D,250,D,3,D,,A,1300,D,3000,D,,A,,A,,A,,A,250,D,,A,,A,,A,3000,D,,A,D,,A,2017,D,HON
20172,03499964,18,0,5,01,D,105,D,2016,D,,A,36,D,03,D,178,D,3,D,,A,1500,D,,A,,A,,A,178,D,178,D,178,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20172,03500124,21,0,5,01,D,105,D,2016,D,,A,39,D,11,D,374,D,3,D,,A,,A,,A,,A,,A,374,D,374,D,374,D,,A,,A,,A,,A,,A,D,,A,2015,D,MAZ
20172,03500184,5,0,5,01,D,105,D,,C,,A,1,D,07,F,,C,8,D,,A,,A,,A,,A,,A,400,F,400,F,400,F,,A,,A,,A,,A,,A,A,,A,2014,F,
20172,03500314,9,0,5,01,D,105,D,2016,D,,A,36,D,06,D,480,D,3,D,,A,,A,1200,D,,A,,A,480,D,480,D,480,D,,A,,A,,A,1200,D,,A,D,,A,2016,D,TOY
20172,03500554,6,0,5,01,D,105,D,2017,D,,A,36,D,01,D,700,D,3,D,,A,14500,D,,A,,A,,A,700,D,700,D,700,D,,A,,A,,A,,A,,A,D,,A,2017,D,BMW
20172,03500834,16,0,5,01,D,105,D,2013,D,,A,,C,01,F,200,D,3,D,,A,,C,,A,,A,03,D,200,D,200,D,200,D,,A,,A,,A,,A,,A,D,,A,2013,D,MIN
20172,03500834,17,0,1,02,D,105,D,2017,D,,A,24,D,04,D,250,D,3,D,,A,,A,,A,,A,,A,,A,250,D,250,D,,A,,A,,A,,A,,A,D,,A,2017,D,MIN
20172,03501404,7,0,5,01,D,105,D,2015,D,,A,42,D,11,D,501,D,3,D,,A,,A,,A,,A,,A,501,D,501,D,501,D,,A,,A,,A,,A,,A,D,,A,2015,D,KIA
20172,03501714,11,0,5,01,D,105,D,2006,D,,A,60,D,05,D,225,D,3,D,,A,,A,,A,,A,,A,225,D,225,D,225,D,,A,,A,,A,,A,,A,D,,A,2012,D,BMW
20172,03502074,15,0,5,01,D,105,D,2015,D,,A,36,D,09,D,478,D,3,D,,A,,A,5000,D,,A,,A,478,D,478,D,478,D,,A,,A,,A,5000,D,,A,D,,A,2015,D,JEE
20172,03502524,15,0,5,01,D,105,D,2016,D,,A,36,D,06,D,215,D,3,D,,A,,A,2000,D,,A,,A,215,D,215,D,215,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,HON
20172,03503453,17,0,5,01,D,105,D,2014,D,,A,36,D,01,D,396,D,3,D,,A,,A,1500,D,,A,,A,396,D,396,D,396,D,,A,,A,,A,1500,D,,A,D,,A,2015,D,FOR
20172,03503523,22,0,5,01,D,105,D,2016,D,,A,39,D,09,D,597,D,3,D,,A,,A,,A,,A,,A,597,D,597,D,597,D,,A,,A,,A,,A,,A,D,,A,2016,D,BUI
20172,03503633,7,0,5,01,D,105,D,2003,D,,A,,C,07,F,330,D,3,D,,A,,A,,A,,A,,A,330,D,330,D,330,D,,A,,A,,A,,A,,A,D,,A,2013,D,MAZ
20172,03504173,12,0,5,01,D,105,D,2015,D,,A,36,D,08,D,338,D,3,D,,A,,A,,A,,A,,A,338,D,338,D,338,D,,A,,A,,A,,A,,A,D,,A,2015,D,MAZ
20172,03505043,8,0,1,01,D,105,D,2017,D,,A,36,D,03,D,295,D,3,D,,A,,A,,A,,A,,A,,A,,A,295,D,,A,,A,,A,,A,,A,D,,A,2017,D,FOR
20172,03505143,16,0,5,01,D,105,D,2013,D,,A,27,D,08,D,,C,3,D,,A,,A,2500,D,,A,01,D,365,F,,A,,A,,A,,A,,A,2500,D,650,D,D,,A,2013,D,MRB
20172,03505143,17,0,1,02,D,105,D,2017,D,,A,36,D,01,D,430,D,3,D,,A,,A,2500,D,,A,,A,430,D,430,D,430,D,,A,,A,,A,2500,D,,A,D,,A,2017,D,AUD
20172,03505313,23,0,5,01,D,105,D,2014,D,,A,48,D,02,D,225,D,3,D,,A,,A,1000,D,,A,,A,225,D,225,D,225,D,9,D,9,D,9,D,1000,D,,A,D,,A,2014,D,VOK
20172,03505933,8,0,1,01,D,105,D,2008,D,,A,72,D,03,D,192,D,3,D,,A,,A,3000,D,,A,,A,,A,,A,192,D,,A,,A,,A,3000,D,,A,D,,A,2017,D,DOD
20172,03508483,24,0,5,01,D,105,D,2016,D,,A,36,D,08,D,229,D,3,D,,A,3700,D,,A,,A,,A,229,D,229,D,229,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHR
20172,03508693,21,0,5,01,D,105,D,2015,D,,A,36,D,06,D,375,D,3,D,,A,,A,,A,,A,,A,375,D,375,D,375,D,,A,,A,,A,,A,,A,D,,A,2015,D,TOY
20172,03509463,18,0,1,01,D,105,D,2016,D,,A,36,D,02,D,258,D,3,D,,A,650,D,,A,,A,,A,,A,258,D,258,D,,A,,A,,A,,A,,A,D,,A,2017,D,MAZ
20172,03509973,14,0,5,01,D,105,D,2015,D,,A,39,D,08,D,320,D,3,D,,A,,A,,A,,A,,A,320,D,320,D,320,D,,A,,A,,A,,A,,A,D,,A,2015,D,FOR
20172,03510073,8,0,5,01,D,105,D,2015,D,,A,48,D,03,D,350,D,3,D,,A,500,D,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2015,D,HON
20172,03510433,16,0,5,01,D,105,D,2017,D,,A,24,D,10,D,320,D,3,D,,A,,A,8000,D,,A,,A,320,D,320,D,320,D,,A,,A,,A,8000,D,,A,D,,A,2016,D,FOR
20172,03511123,13,0,5,01,D,105,D,2013,D,,A,36,D,10,D,300,D,3,D,,A,2000,D,700,D,,A,01,D,300,D,,A,,A,,A,,A,,A,700,D,,A,D,,A,2013,D,HON
20172,03511123,14,0,1,02,D,105,D,2016,D,,A,36,D,11,D,300,D,3,D,,A,,A,1000,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,1000,D,,A,D,,A,2016,D,HON
20172,03511613,14,0,5,01,D,105,D,2016,D,,A,36,D,09,D,100,D,3,D,,A,,A,3000,D,,A,,A,100,D,100,D,100,D,,A,,A,,A,3000,D,,A,D,,A,2016,D,VOK
20172,03511803,15,0,5,01,D,105,D,2015,D,,A,39,D,06,D,320,D,3,D,,A,,A,,A,,A,,A,320,D,320,D,320,D,,A,,A,,A,,A,,A,D,,A,2015,D,NIS
20172,03511803,16,0,5,02,D,105,D,2016,D,,A,39,D,02,D,150,D,3,D,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,,A,,A,,A,,A,D,,A,2016,D,NIS
20172,03511963,12,0,5,01,D,105,D,2015,D,,A,24,D,07,D,310,D,3,D,,A,,A,,A,,A,,A,310,D,310,D,310,D,,A,,A,,A,,A,,A,D,,A,2015,D,CHE
20172,03511963,13,0,5,02,D,105,D,2015,D,,A,39,D,06,D,360,D,3,D,,A,,A,,A,,A,,A,360,D,360,D,360,D,,A,,A,,A,,A,,A,D,,A,2015,D,CHE
20172,03511963,14,0,5,03,D,105,D,2015,D,,A,39,D,05,D,365,D,3,D,,A,1000,D,,A,,A,01,D,365,D,,A,,A,,A,,A,,A,,A,,A,D,,A,2015,D,CHE
20172,03512213,9,0,5,01,D,105,D,2016,D,,A,36,D,09,D,200,D,3,D,,A,,A,1200,D,,A,,A,200,D,200,D,200,D,,A,,A,,A,1200,D,,A,D,,A,2016,D,VOK
20172,03512833,15,0,5,02,D,105,D,2015,D,,A,36,D,04,D,386,D,3,D,,A,,A,500,D,,A,,A,386,D,386,D,386,D,,A,,A,,A,500,D,,A,D,,A,2015,D,HON
20172,03512833,16,0,5,03,D,105,D,2017,D,,A,36,D,11,D,393,D,3,D,,A,,A,500,D,,A,,A,393,D,393,D,393,D,,A,,A,,A,500,D,,A,D,,A,2016,D,SUB
20172,03512843,14,0,1,01,D,105,D,2017,D,.80,D,36,D,12,D,320,D,3,D,,A,,A,1000,D,,A,,A,320,D,320,D,320,D,,A,,A,,A,1000,D,,A,D,,A,2016,D,SUB
20172,03513363,14,0,5,01,D,105,D,2014,D,,A,36,D,05,F,340,D,3,D,,A,,C,,A,,A,,A,340,D,340,D,340,D,,A,,A,,A,,A,,A,D,,A,2014,D,HON
20172,03513363,15,0,5,02,D,105,D,2016,D,,A,36,D,11,D,180,D,3,D,,A,,A,,A,,A,,A,180,D,180,D,180,D,,A,,A,,A,,A,,A,D,,A,2016,D,NIS
20172,03513433,17,0,5,01,D,105,D,2015,D,,A,36,D,04,D,200,D,3,D,,A,300,D,,A,,A,03,D,200,D,200,D,200,D,,A,,A,,A,,A,,A,D,,A,2015,D,HON
20172,03513433,18,0,1,02,D,105,D,2017,D,,A,72,D,03,D,288,D,3,D,,A,,A,,A,,A,,A,,A,,A,288,D,,A,,A,,A,,A,,A,D,,A,2017,D,HON
20172,03524603,10,0,5,01,D,105,D,2017,D,,A,60,D,08,D,595,D,3,D,,A,,A,,A,,A,,A,595,D,595,D,595,D,,A,,A,,A,,A,,A,D,,A,2015,D,KIA
20172,03524913,8,0,1,01,D,105,D,2014,D,,A,36,D,10,D,336,D,3,D,,A,1800,D,,A,,A,,A,336,D,336,D,336,D,,A,,A,,A,,A,,A,D,,A,2014,D,FOR
20172,03525233,7,0,5,01,D,105,D,2015,D,,A,36,D,03,D,600,D,3,D,,A,,A,,A,,A,,A,600,D,600,D,600,D,,A,,A,,A,,A,,A,D,,A,2015,D,TOY
20172,03525633,42,0,5,01,D,105,D,,C,,A,,C,08,F,,C,,C,,A,,A,,A,,A,,A,198,F,198,F,198,F,,A,,A,,A,,A,,A,D,,A,2015,F,ACU
20172,03525963,15,0,5,01,D,105,D,2015,D,,A,36,D,01,D,489,D,3,D,,A,,A,,A,,A,,A,489,D,489,D,489,D,,A,,A,,A,,A,,A,D,,A,2015,D,MRB
20172,03526013,11,0,5,01,D,105,D,2013,D,,A,36,D,07,D,270,D,3,D,,A,,A,1000,D,,A,,A,270,D,270,D,270,D,,A,,A,,A,1000,D,,A,D,,A,2013,D,NIS
20172,03526183,22,0,5,01,D,105,D,2014,D,,A,36,D,08,D,201,D,3,D,,A,2500,D,3000,D,,A,04,D,201,D,201,D,201,D,,A,,A,,A,3000,D,,A,D,,A,2014,D,NIS
20172,03526393,5,0,5,01,D,105,D,2017,D,,A,39,D,02,D,408,D,3,D,,A,,A,2000,D,,A,,A,408,D,408,D,408,D,30,D,30,D,30,D,2000,D,,A,D,,A,2017,D,BUI
20172,03526523,16,0,5,01,D,105,D,2011,D,,A,36,D,04,D,392,D,3,D,,A,2500,D,,A,,A,,A,392,D,392,D,392,D,,A,,A,,A,,A,,A,D,,A,2013,D,FOR
20172,03526603,29,0,5,01,D,105,D,2016,D,,A,36,D,10,D,419,D,3,D,,A,11900,D,1500,D,,A,,A,419,D,419,D,419,D,100,D,100,D,100,D,1500,D,,A,D,,A,2016,D,VOK
20172,03527013,3,0,5,01,D,105,D,2014,D,,A,60,D,11,D,450,D,3,D,,A,,A,,A,,A,,A,450,D,450,D,450,D,,A,,A,,A,,A,,A,D,,A,2015,D,ACU
20172,03527743,13,0,5,01,D,105,D,2016,D,,A,36,D,07,D,217,D,3,D,,A,,A,1000,D,,A,,A,217,D,217,D,217,D,,A,,A,,A,1000,D,,A,D,,A,2016,D,HON
20172,03528003,5,0,1,01,D,105,D,2013,D,,A,60,D,03,D,354,D,3,D,,A,,A,,A,,A,,A,354,D,354,D,354,D,,A,,A,,A,,A,,A,D,,A,2013,D,HYU
20172,03528103,12,0,5,01,D,105,D,2015,D,,A,36,D,09,D,399,D,3,D,,A,,A,4000,D,,A,,A,399,D,399,D,399,D,,A,,A,,A,4000,D,,A,D,,A,2014,D,LEX
20172,03529923,20,0,5,01,D,105,D,2015,D,,A,24,D,01,D,297,D,3,D,,A,2000,D,2000,D,,A,,A,297,D,297,D,297,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,BUI
20172,03530453,20,0,5,01,D,105,D,2016,D,,A,36,D,01,D,274,D,3,D,,A,,A,2500,D,,A,,A,274,D,274,D,274,D,,A,,A,,A,2500,D,,A,D,,A,2017,D,FOR
20172,03530823,14,0,5,01,D,105,D,2015,D,,A,36,D,09,D,230,D,3,D,,A,,A,,A,,A,,A,230,D,230,D,230,D,20,D,20,D,20,D,,A,,A,D,,A,2015,D,FOR
20172,03531313,15,0,5,01,D,105,D,2015,D,,A,36,D,01,D,466,D,3,D,,A,,A,4000,D,,A,,A,466,D,466,D,466,D,30,D,30,D,30,D,4000,D,,A,D,,A,2015,D,HON
20172,03531553,9,0,5,01,D,105,D,2015,D,,A,36,D,03,D,312,D,3,D,,A,,A,,A,,A,,A,312,D,312,D,312,D,,A,,A,,A,,A,,A,D,,A,2015,D,CHE
20172,03531573,19,0,5,01,D,105,D,2015,D,,A,36,D,07,D,420,D,3,D,,A,,C,,A,,A,,A,420,D,420,D,420,D,,A,,A,,A,,A,,A,D,,A,2015,D,GMC
20172,03531873,9,0,5,01,D,105,D,2015,D,,A,36,D,02,D,538,D,3,D,,A,,A,,A,,A,,A,538,D,538,D,538,D,,A,,A,,A,,A,,A,D,,A,2015,D,TOY
20172,03532063,26,0,5,01,D,105,D,2016,D,,A,36,D,04,D,299,D,3,D,,A,10000,D,,A,,A,,A,299,D,299,D,299,D,,A,,A,,A,,A,,A,D,,A,2016,D,HON
20172,03532223,13,0,5,01,D,105,D,2015,D,,A,24,D,04,D,267,D,3,D,,A,,A,,A,,A,,A,267,D,267,D,267,D,,A,,A,,A,,A,,A,D,,A,2015,D,FOR
20172,03532323,15,0,5,01,D,105,D,2014,D,,A,36,D,08,D,499,D,3,D,,A,8000,D,,A,,A,,A,499,D,499,D,499,D,,A,,A,,A,,A,,A,D,,A,2014,D,DOD
20172,03532663,13,0,5,01,D,105,D,2016,D,,A,,C,07,F,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2016,D,FOR
20172,03532663,14,0,5,02,D,105,D,2016,D,,A,,C,02,F,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2016,D,VOK
20172,03533093,15,0,5,01,D,105,D,2014,D,,A,36,D,06,D,423,D,3,D,,A,,A,1500,D,,A,02,D,423,D,,A,,A,,A,,A,,A,1500,D,,A,D,,A,2014,D,LIN
20172,03533093,16,0,5,02,D,105,D,2017,D,,A,36,D,04,D,423,D,3,D,,A,,A,1000,D,,A,,A,,A,,A,423,D,,A,,A,,A,1000,D,,A,D,,A,2017,D,LIN
20172,03533093,17,0,1,03,D,105,D,2017,D,,A,36,D,03,D,494,D,3,D,,A,,A,2700,D,,A,,A,,A,494,D,494,D,,A,,A,,A,2700,D,,A,D,,A,2017,D,LIN
20172,03533483,7,0,5,01,D,105,D,2015,D,,A,36,D,02,D,,C,3,D,,A,,A,,A,,A,,A,440,F,440,F,440,F,120,F,120,F,120,F,,A,,A,D,,A,2015,D,FOR
20172,03533533,7,0,5,01,D,105,D,2016,D,,A,36,D,03,D,200,D,3,D,,A,,A,2000,D,,A,,A,200,D,200,D,200,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,HON
20172,03533933,26,0,5,01,D,105,D,2016,D,,A,36,D,07,D,415,D,3,D,,A,,A,800,D,,A,,A,415,D,415,D,415,D,,A,,A,,A,800,D,,A,D,,A,2016,D,ACU
20172,03534133,19,0,5,02,D,105,D,2017,D,,A,39,D,01,D,380,D,3,D,,A,,A,700,D,,A,,A,380,D,380,D,380,D,,A,,A,,A,700,D,,A,D,,A,2017,D,INF
20172,03534653,28,0,1,01,D,105,D,2017,D,,A,36,D,01,D,415,D,3,D,,A,,A,,A,,A,,A,415,D,415,D,415,D,50,D,50,D,50,D,,A,,A,D,,A,2017,D,HYU
20172,03534703,5,0,1,01,D,105,D,2015,D,,A,36,D,02,F,,C,3,D,,A,,A,,C,,A,,A,550,F,550,F,550,F,60,F,60,F,60,F,,B,,A,D,,A,2015,D,LEX
20172,03545533,14,0,5,01,D,105,D,2017,D,,A,36,D,09,D,322,D,3,D,,A,,A,,A,,A,,A,322,D,322,D,322,D,,A,,A,,A,,A,,A,D,,A,2016,D,KIA
20172,03545553,10,0,5,01,D,105,D,2015,D,,A,36,D,01,D,260,D,3,D,,A,,A,,A,,A,,A,260,D,260,D,260,D,,A,,A,,A,,A,,A,D,,A,2015,D,TOY
20172,03546053,11,0,5,01,D,105,D,2014,D,,A,36,D,04,F,250,D,3,D,,A,,C,,A,,A,05,D,250,D,250,D,250,D,,A,,A,,A,,A,,A,D,,A,2014,D,FOR
20172,03546223,16,0,5,01,D,105,D,2015,D,,A,48,D,08,D,320,D,3,D,,A,1000,D,6000,D,,A,,A,320,D,320,D,320,D,,A,,A,,A,6000,D,,A,D,,A,2015,D,HON
20172,03547313,19,0,5,01,D,105,D,2016,D,,A,39,D,01,D,258,D,3,D,,A,,C,,A,,A,,A,258,D,258,D,258,D,,A,,A,,A,,A,,A,D,,A,2017,D,CHE
20172,03547723,10,0,5,01,D,105,D,2015,D,,A,36,D,07,D,300,D,3,D,,A,,C,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2015,D,CHE
20172,03547953,19,0,5,01,D,105,D,2015,D,,A,36,D,03,D,399,D,3,D,,A,6000,D,,A,,A,,A,399,D,399,D,399,D,,A,,A,,A,,A,,A,D,,A,2014,D,NIS
20172,03548653,4,0,1,01,D,105,D,1993,D,,A,1,D,10,D,4500,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2003,D,GEO
20172,03548893,12,0,5,01,D,105,D,2016,D,,A,,C,07,D,398,D,3,D,,A,,A,,A,,A,,A,398,D,398,D,398,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20172,03549233,6,0,5,01,D,105,D,2015,D,,A,60,D,10,D,433,D,3,D,,A,,A,,A,,A,,A,433,D,433,D,433,D,,A,,A,,A,,A,,A,D,,A,2016,D,NIS
20172,03549313,12,0,5,01,D,105,D,2016,D,,A,36,D,09,D,311,D,3,D,,A,7500,D,,A,,A,,A,311,D,311,D,311,D,31,D,31,D,31,D,,A,,A,D,,A,2016,D,TOY
20172,03549843,14,0,5,01,D,105,D,2014,D,,A,36,D,08,D,161,D,3,D,,A,,A,,A,,A,,A,161,D,161,D,161,D,,A,,A,,A,,A,,A,D,,A,2014,D,TOY
20172,03550153,35,0,5,01,D,105,D,2015,D,,A,36,D,04,D,295,D,3,D,,A,,A,1800,D,,A,,A,295,D,295,D,295,D,30,D,30,D,30,D,1800,D,,A,D,,A,2015,D,CHE
20172,03551163,11,0,5,01,D,105,D,2015,D,,A,36,D,10,D,375,D,3,D,,A,,A,,A,,A,,A,375,D,375,D,375,D,,A,,A,,A,,A,,A,D,,A,2015,D,CHE
20172,03551873,20,0,5,01,D,105,D,2016,D,,A,36,D,07,D,279,D,3,D,,A,,A,2200,D,,A,,A,279,D,279,D,279,D,,A,,A,,A,2200,D,,A,D,,A,2016,D,SUB
20172,03551873,21,0,5,02,D,105,D,2015,D,,A,36,D,08,D,306,D,3,D,,A,5000,D,2000,D,,A,,A,306,D,306,D,306,D,,A,,A,,A,2000,D,,A,D,,A,2015,D,HON
20172,03552053,27,0,5,01,D,105,D,2017,D,,A,24,D,10,D,493,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2017,D,GMC
20172,03552333,21,0,5,01,D,105,D,2015,D,,A,36,D,06,D,150,D,3,D,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,,A,,A,,A,,A,D,,A,2015,D,HYU
20172,03553153,14,0,5,01,D,105,D,2015,D,,A,36,D,03,D,560,D,3,D,,A,,A,,A,,A,,A,560,D,560,D,560,D,,A,,A,,A,,A,,A,D,,A,2015,D,HON
20172,03554073,16,0,5,01,D,105,D,2016,D,,A,24,D,06,D,276,D,3,D,,A,,A,700,D,,A,,A,276,D,276,D,276,D,,A,,A,,A,700,D,,A,D,,A,2016,D,FOR
20172,03554353,16,0,5,01,D,105,D,2015,D,,A,36,D,05,D,365,D,3,D,,A,,A,,A,,A,,A,365,D,365,D,365,D,,A,,A,,A,,A,,A,D,,A,2015,D,HON
20172,03554443,9,0,5,01,D,105,D,2015,D,,A,36,D,12,D,550,D,3,D,,A,,A,250,D,,A,,A,550,D,550,D,550,D,,A,,A,,A,250,D,,A,D,,A,2016,D,NIS
20172,03554463,13,0,1,01,D,105,D,2015,D,,A,36,D,04,D,479,D,3,D,,A,,A,3000,D,,A,,A,479,D,479,D,479,D,,A,,A,,A,3000,D,,A,D,,A,2015,D,KIA
20172,03555093,4,0,1,01,D,105,D,2006,D,,A,3,D,05,D,390,D,3,D,,A,,A,,A,,A,,A,390,D,390,D,390,D,,A,,A,,A,,A,,A,D,,A,2013,D,RAM
20172,03555113,12,0,1,01,D,105,D,2017,D,,A,36,D,05,D,356,D,3,D,,A,7400,D,,A,,A,,A,,A,,A,356,D,,A,,A,,A,,A,,A,D,,A,2017,D,GMC
20172,03555403,16,0,1,01,D,105,D,2017,D,,A,39,D,04,D,344,D,3,D,,A,17000,D,1000,D,,A,,A,,A,344,D,344,D,,A,,A,,A,1000,D,,A,D,,A,2017,D,GMC
20172,03555693,13,0,5,01,D,105,D,2016,D,,A,60,D,07,D,240,D,3,D,,A,,A,,A,,A,,A,240,D,240,D,240,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20172,03566542,11,0,5,01,D,105,D,2016,D,,A,24,D,05,D,383,D,3,D,,A,,A,,A,,A,,A,383,D,383,D,383,D,,A,,A,,A,,A,,A,D,,A,2016,D,FOR
20172,03566552,11,0,5,01,D,105,D,2017,D,.50,D,36,D,09,D,550,D,3,D,,A,,A,,A,,A,,A,550,D,550,D,550,D,,A,,A,,A,,A,,A,D,,A,2016,D,AUD
20172,03566572,12,0,1,01,D,105,D,2015,D,,A,36,D,11,D,380,D,3,D,,A,,A,,A,,A,,A,380,D,380,D,380,D,,A,,A,,A,,A,,A,D,,A,2015,D,SUB
20172,03566942,18,0,5,01,D,105,D,2014,D,,A,1,D,09,F,,C,,C,,A,,A,,A,,A,,A,320,F,320,F,320,F,,A,,A,,A,,A,,A,D,,A,2014,F,TOY
20172,03567202,15,0,5,01,D,105,D,2017,D,,A,20,D,12,D,1000,D,3,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2017,D,JEE
20172,03568294,9,0,1,01,D,105,D,2016,D,,A,36,D,08,D,290,D,3,D,,A,,A,,C,,A,,A,290,D,290,D,290,D,,A,,A,,A,,B,,A,D,,A,2016,D,HON
20172,03568893,19,0,5,01,D,105,D,2015,D,,A,36,D,03,D,250,D,3,D,,A,,A,,A,,A,,A,250,D,250,D,250,D,60,D,60,D,60,D,,A,,A,D,,A,2015,D,NIS
20172,03569112,6,0,5,01,D,105,D,2016,D,,A,36,D,09,D,500,D,3,D,,A,,A,1800,D,,A,,A,500,D,500,D,500,D,,A,,A,,A,1800,D,,A,D,,A,2016,D,AUD
20172,03569732,5,0,1,01,D,105,D,2016,D,,A,36,D,01,D,390,D,3,D,,A,,A,,C,,A,,A,390,D,390,D,390,D,,A,,A,,A,,B,,A,A,,A,2016,D,
20172,03569832,14,0,5,01,D,105,D,2016,D,.40,D,36,D,12,D,293,D,3,D,,A,,A,1000,D,,A,,A,293,D,293,D,293,D,15,D,15,D,15,D,1000,D,,A,D,,A,2016,D,FOR
20172,03571472,14,0,5,01,D,105,D,2015,D,,A,48,D,05,D,505,D,3,D,,A,,A,1000,D,,A,,A,505,D,505,D,505,D,25,D,25,D,25,D,1000,D,,A,D,,A,2015,D,NIS
20172,03571962,9,0,5,01,D,105,D,2010,D,,A,6,D,08,D,236,D,3,D,,A,,C,,A,,A,01,D,236,D,,A,,A,,A,,A,,A,,A,,A,D,,A,2013,D,CHR
20172,03571962,10,0,5,02,D,105,D,2007,D,,A,6,D,02,F,248,D,3,D,,A,,C,,A,,A,01,D,248,D,248,D,248,D,,A,,A,,A,,A,,A,D,,A,2014,D,HON
20172,03571962,11,0,5,03,D,105,D,2010,D,,A,,C,02,F,,C,,C,,A,,A,,A,,A,01,D,200,F,200,F,200,F,,A,,A,,A,,A,,A,D,,A,2016,D,CHR
20172,03572902,8,0,5,01,D,105,D,2016,D,,A,39,D,02,D,410,D,3,D,,A,,A,,A,,A,,A,410,D,410,D,410,D,,A,,A,,A,,A,,A,D,,A,2016,D,BUI
20172,03573443,12,0,5,01,D,105,D,2015,D,,A,27,D,02,D,413,D,3,D,,A,,A,,A,,A,,A,413,D,413,D,413,D,,A,,A,,A,,A,,A,D,,A,2016,D,LEX
20172,03573443,13,0,5,02,D,105,D,2015,D,,A,24,D,07,F,63,D,3,D,,A,,A,,A,,A,,A,63,D,63,D,63,D,,A,,A,,A,,A,,A,D,,A,2014,F,CHE
20172,03573443,14,0,5,03,D,105,D,2017,D,,A,24,D,01,D,397,D,3,D,,A,,A,,A,,A,,A,397,D,397,D,397,D,,A,,A,,A,,A,,A,D,,A,2017,D,BMW
20172,03573532,20,0,1,01,D,105,D,2017,D,,A,,C,01,D,360,D,3,D,,A,,A,,A,,A,,A,360,D,360,D,360,D,,A,,A,,A,,A,,A,D,,A,2017,D,JEE
20172,03573672,7,0,1,01,D,105,D,2017,D,,A,1,D,03,D,450,D,8,D,,A,,A,,A,,A,03,D,,A,,A,450,D,,A,,A,,A,,A,,A,D,2017,D,2011,D,CHE
20172,03575232,13,0,5,01,D,105,D,2015,D,,A,39,D,11,D,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2015,D,NIS
20172,03576452,17,0,5,01,D,105,D,2014,D,,A,36,D,07,D,800,D,3,D,,A,,A,,A,,A,,A,800,D,800,D,800,D,,A,,A,,A,,A,,A,D,,A,2014,D,GMC
20172,03576772,13,0,5,01,D,105,D,2016,D,,A,39,D,04,D,220,D,3,D,,A,,A,2000,D,,A,,A,220,D,220,D,220,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,HON
