"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VOPMOA","VOPMOA_","VOPEXPX","VOPEXPX_","VOPRMBXA","VOPR_BXA","QVOPEQPX","QVOP_QPX","VOPSERVY","VOPS_RVY","VOPLABOR","VOPL_BOR","VOPREIMB","VOPR_IMB","VPSRVY1","VPSRVY1_","VPSRVY2","VPSRVY2_","VPSRVY3","VPSRVY3_","VPSRVY4","VPSRVY4_","VPSRVY5","VPSRVY5_","VPSRVY6","VPSRVY6_","VPSRVY7","VPSRVY7_","VPSRVY8","VPSRVY8_","VPSRVY9","VPSRVY9_"
"20154","03256511",48,0,"1","07","D",180,"D",.,"A",180,"D","110","D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256511",49,0,"1","09","D",300,"D",.,"A",300,"D","370","D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256561",33,0,"1","08","D",1589,"D",.,"A",1589,"D","110","D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256561",34,0,"1","09","D",212,"D",.,"A",212,"D","380","D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256561",35,0,"1","08","D",106,"D",.,"A",106,"D","380","D","2","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256601",35,0,"1","07","D",13,"D",.,"A",13,"D","367","D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256601",36,0,"1","08","D",13,"D",.,"A",13,"D","367","D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256601",37,0,"1","09","D",13,"D",.,"A",13,"D","367","D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256633",29,0,"1","08","D",477,"D",.,"A",477,"D","140","D","2","F","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256643",12,0,"1","07","D",20,"D",.,"A",20,"D","100","D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256643",13,0,"1","09","D",418,"D",.,"A",418,"D","380","D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256651",25,0,"1","09","D",39,"D",.,"A",39,"D","100","D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256671",22,0,"1","09","D",55,"D",.,"A",55,"D","100","D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256671",23,0,"1","09","D",600,"D",.,"A",600,"D","140","D","2","F","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256731",84,0,"1","07","D",491,"D",.,"A",.,"H","115","D","1","D","2","D","110","D","100","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256731",84,1,"1","07","D",.,"B",.,"A",393,"E","110","D","1","D",,"B",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256731",84,2,"1","07","D",.,"B",.,"A",98,"E","100","D","1","D",,"B",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256731",85,0,"1","07","D",32,"D",.,"A",32,"D","100","D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256761",21,0,"1","09","D",24,"D",.,"A",24,"D","367","D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20154","03256851",27,0,"1","07","D",47,"D",.,"A",47,"D","367","D","1","D","2","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
