"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","LSDNUM","LSDNUM_","LSDCODE","LSDCODE_","MODELYR","MODELYR_","PRCBSNSZ","PRCB_NSZ","NUMPAY","NUMPAY_","PMTMONTH","PMTM_NTH","PAYEXPX","PAYEXPX_","PAYTIME","PAYTIME_","EMPLYEXP","EMPL_EXP","TRADEEXP","TRAD_EXP","DOWNEXP","DOWNEXP_","DNEMPEXP","DNEM_EXP","LSDENDMO","LSDE_DMO","QADPMT1X","QADP_T1X","QADPMT2X","QADP_T2X","QADPMT3X","QADP_T3X","QEXTRA1X","QEXT_A1X","QEXTRA2X","QEXT_A2X","QEXTRA3X","QEXT_A3X","QADDOWNX","QADD_WNX","QADFEEX","QADFEEX_","MKMDEL","MKMDEL_","LSDENDYR","LSDE_DYR","PMTYEAR","PMTYEAR_"
"20153","03208741",27,0,"1","01","D","105","D","2014","D",0.6,"D",36,"D","02","D",600,"D","3","D",360,"D",.,"A",.,"A",.,"A",,"A",240,"D",240,"D",240,"D",.,"A",.,"A",.,"A",.,"A",.,"A","ACUAL","D",,"A","2014","D"
"20153","03208874",18,0,"1","01","D","105","D","2011","D",.,"A",36,"D","06","F",320,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",320,"D",320,"D",320,"D",.,"A",.,"A",.,"A",.,"A",.,"A","JEEAM","D",,"A","2013","D"
"20153","03209531",7,0,"1","01","D","105","D","2013","D",.,"A",48,"D","09","D",130,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",130,"D",130,"D",130,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAB","D",,"A","2013","D"
"20153","03210521",15,0,"1","01","D","105","D","2014","D",.,"A",24,"D","01","D",95,"D","3","D",.,"A",1000,"D",.,"A",.,"A",,"A",95,"D",95,"D",95,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HYUAM","D",,"A","2015","D"
"20153","03210631",14,0,"1","01","D","105","D","2013","D",.,"A",36,"D","05","D",260,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",260,"D",260,"D",260,"D",.,"A",.,"A",.,"A",.,"A",.,"A","JEEAK","D",,"A","2013","D"
"20153","03210631",15,0,"1","02","D","105","D","2014","D",0.05,"D",36,"D","04","D",380,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",380,"D",380,"D",380,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MINAA","D",,"A","2014","D"
"20153","03210821",10,0,"1","01","D","105","D","2012","D",.,"A",60,"D","07","D",250,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBT","D",,"A","2012","D"
"20153","03211141",31,0,"1","01","D","105","D","2015","D",.,"A",24,"D","07","D",385,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",385,"D",.,"A",.,"A",.,"A",.,"A",.,"A","GMCAP","D",,"A","2015","D"
"20153","03211141",32,0,"1","02","D","105","D","2015","D",0.75,"D",24,"D","07","D",399,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",399,"D",.,"A",.,"A",.,"A",.,"A",.,"A","GMCAI","D",,"A","2015","D"
"20153","03211201",13,0,"1","01","D","105","D","2015","D",.,"A",36,"D","01","D",520,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",520,"D",520,"D",520,"D",.,"A",.,"A",.,"A",.,"A",.,"A","GMCAM","D",,"A","2015","D"
"20153","03211201",14,0,"1","02","D","105","D","2015","D",.,"A",36,"D","05","D",380,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",380,"D",380,"D",380,"D",.,"A",.,"A",.,"A",.,"A",.,"A","GMCAI","D",,"A","2015","D"
"20153","03211251",9,0,"1","01","D","105","D","2013","D",.,"A",36,"D","03","D",340,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",340,"D",340,"D",340,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBP","D",,"A","2013","D"
"20153","03212121",7,0,"1","01","D","105","D","2013","D",.,"A",60,"D","10","D",250,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAX","D",,"A","2013","D"
"20153","03212331",7,0,"1","01","D","105","D","2008","D",.,"A",24,"D","08","D",165,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3000,"D",.,"A","CHEAS","D",,"A","2015","D"
"20153","03212471",7,0,"1","01","D","105","D",,"C",.,"A",.,"C","11","F",.,"C",,"C",.,"A",.,"A",.,"A",.,"A",,"A",370,"F",370,"F",370,"F",.,"A",.,"A",.,"A",.,"A",.,"A","AUDAN","D",,"A","2010","F"
"20153","03212471",8,0,"1","02","D","105","D","2015","D",.,"A",.,"C","04","D",420,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",420,"D",420,"D",420,"D",.,"A",.,"A",.,"A",.,"A",.,"A","JEEAB","D",,"A","2015","D"
"20153","03212791",6,0,"1","01","D","105","D","2014","D",.,"A",36,"D","12","D",0,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","LEXXX","D",,"A","2014","D"
"20153","03212791",7,0,"1","02","D","105","D","2015","D",.,"A",36,"D","03","D",400,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MRBXX","D",,"A","2015","D"
"20153","03213101",23,0,"1","01","D","105","D","2008","D",.,"A",36,"D","02","D",300,"D","3","D",.,"A",.,"A",4600,"D",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",4600,"D",.,"A","TOYAO","D",,"A","2012","D"
"20153","03214001",18,0,"1","01","D","105","D","2014","D",.,"A",36,"D","06","D",305,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",305,"D",305,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBP","D",,"A","2015","D"
"20153","03214391",20,0,"1","01","D","105","D","2015","D",.,"A",36,"D","03","D",317,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",317,"D",317,"D",317,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","GMCAO","D",,"A","2015","D"
"20153","03214501",9,0,"1","01","D","105","D","2013","D",.,"A",36,"D","03","D",299,"D","3","D",.,"A",500,"D",1000,"D",.,"A",,"A",299,"D",299,"D",299,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","HONXX","D",,"A","2013","D"
"20153","03214831",13,0,"1","01","D","105","D","2014","D",0.7,"D",36,"D","10","D",318,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",318,"D",318,"D",318,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","TOYAN","D",,"A","2014","D"
"20153","03215371",18,0,"1","01","D","105","D","2013","D",.,"A",36,"D","04","D",215,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",215,"D",215,"D",215,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBT","D",,"A","2015","D"
"20153","03215731",9,0,"1","01","D","105","D","2003","D",.,"A",36,"D","09","D",300,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","NISAQ","D",,"A","2013","D"
"20153","03216391",19,0,"1","01","D","105","D","2014","D",.,"A",36,"D","05","D",310,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",310,"D",310,"D",310,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAD","D",,"A","2014","D"
"20153","03227421",9,0,"1","01","D","105","D","2013","D",.,"A",36,"D","08","F",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BMWAA","D",,"A","2013","D"
"20153","03229351",15,0,"1","01","D","105","D","2014","D",.,"A",36,"D","09","D",775,"D","3","D",.,"A",.,"A",12000,"D",.,"A",,"A",775,"D",775,"D",775,"D",.,"A",.,"A",.,"A",12000,"D",.,"A","BMWAD","D",,"A","2014","D"
"20153","03229391",12,0,"1","01","D","105","D","2004","D",.,"A",53,"D","04","D",160,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",160,"D",160,"D",160,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","FORAO","D",,"A","2013","D"
"20153","03229391",13,0,"1","02","D","105","D","2008","D",.,"A",56,"D","09","D",250,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HYUXX","D",,"A","2011","D"
"20153","03229391",14,0,"1","03","D","105","D",,"C",.,"A",.,"C","04","F",.,"C","3","D",.,"A",.,"C",.,"A",.,"A",,"A",450,"F",450,"F",450,"F",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBZ","D",,"A","2015","F"
"20153","03229531",3,0,"1","01","D","105","D",,"C",.,"A",60,"D","11","D",.,"C","3","D",.,"A",.,"A",.,"C",.,"A","06","D",360,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"B",.,"A",,"A","2015","D","2010","D"
"20153","03229741",15,0,"1","01","D","105","D","2014","D",.,"A",36,"D","09","D",210,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",210,"D",210,"D",210,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAN","D",,"A","2014","D"
"20153","03229871",10,0,"1","01","D","105","D","2013","D",.,"A",39,"D","01","D",468,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",468,"D",468,"D",468,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BUIAR","D",,"A","2013","D"
"20153","03230131",12,0,"1","01","D","105","D","2014","D",.,"A",36,"D","12","D",288,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",288,"D",288,"D",288,"D",.,"A",.,"A",.,"A",500,"D",.,"A","FORBC","D",,"A","2013","D"
"20153","03230171",11,0,"1","01","D","105","D","2015","D",0.7,"D",36,"D","07","D",850,"D","3","D",850,"D",.,"A",4000,"D",.,"A",,"A",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","MRBAI","D",,"A","2015","D"
"20153","03230361",8,0,"1","01","D","105","D","2006","D",.,"A",60,"D","07","D",262,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",262,"D",262,"D",262,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","SATAG","D",,"A","2011","D"
"20153","03230671",22,0,"1","01","D","105","D","2014","D",.,"A",36,"D","08","D",277,"D","3","D",.,"A",7500,"D",550,"D",.,"A",,"A",277,"D",277,"D",277,"D",.,"A",.,"A",.,"A",550,"D",.,"A","FORBJ","D",,"A","2014","D"
"20153","03230752",14,0,"1","01","D","105","D","2014","D",.,"A",36,"D","06","D",640,"D","3","D",.,"A",.,"A",6000,"D",.,"A",,"A",640,"D",640,"D",640,"D",.,"A",.,"A",.,"A",6000,"D",.,"A","BMWAM","D",,"A","2014","D"
"20153","03231061",9,0,"1","01","D","105","D","2015","D",.,"A",36,"D","12","D",451,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",451,"D",451,"D",451,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","VOKAW","D",,"A","2014","D"
"20153","03231451",10,0,"1","01","D","105","D","2015","D",.,"A",36,"D","03","D",.,"C","3","D",.,"A",.,"C",.,"A",.,"A",,"A",329,"F",329,"F",329,"F",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBP","D",,"A","2015","D"
"20153","03231571",16,0,"1","01","D","105","D","2015","D",.,"A",36,"D","01","D",477,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",477,"D",477,"D",477,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOKAW","D",,"A","2010","D"
"20153","03231841",15,0,"1","01","D","105","D","2015","D",.,"A",36,"D","03","D",442,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",442,"D",442,"D",442,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAI","D",,"A","2015","D"
"20153","03231841",16,0,"1","02","D","105","D","2014","D",.,"A",36,"D","06","D",220,"D","3","D",.,"A",8000,"D",4000,"D",.,"A",,"A",220,"D",220,"D",220,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","HONAA","D",,"A","2014","D"
"20153","03232051",13,0,"1","01","D","105","D","2015","D",.,"A",24,"D","06","D",460,"D","3","D",.,"A",16300,"D",.,"A",.,"A",,"A",460,"D",460,"D",460,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A","2015","D"
"20153","03232075",4,0,"1","01","D","105","D","2014","D",.,"A",36,"D","06","F",325,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",325,"D",325,"D",325,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBC","D",,"A","2014","D"
"20153","03232171",18,0,"1","01","D","105","D","2014","D",.,"A",36,"D","02","D",673,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",673,"D",673,"D",673,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEAZ","D",,"A","2014","D"
"20153","03232171",19,0,"1","02","D","105","D","2014","D",.,"A",36,"D","02","D",641,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",641,"D",641,"D",641,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEAZ","D",,"A","2014","D"
"20153","03232311",15,0,"1","01","D","105","D","2014","D",.,"A",60,"D","09","D",389,"D","3","D",.,"A",.,"A",.,"C",6000,"D",,"A",389,"D",389,"D",389,"D",.,"A",.,"A",.,"A",.,"B",.,"A","INFAV","D",,"A","2014","D"
"20153","03233091",8,0,"1","01","D","105","D","2014","D",.,"A",36,"D","08","D",279,"D","3","D",140,"D",.,"A",.,"A",.,"A",,"A",139,"D",139,"D",139,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MAZAN","D",,"A","2013","D"
"20153","03233711",9,0,"1","01","D","105","D","2014","D",.,"A",36,"D","09","D",211,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",211,"D",211,"D",211,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBA","D",,"A","2014","D"
"20153","03234161",28,0,"1","01","D","105","D","2013","D",.,"A",36,"D","11","D",220,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",220,"D",220,"D",220,"D",.,"A",.,"A",.,"A",500,"D",.,"A","FORBA","D",,"A","2013","D"
"20153","03235231",9,0,"1","01","D","105","D","2014","D",.,"A",36,"D","12","D",440,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",440,"D",440,"D",440,"D",.,"A",.,"A",.,"A",.,"A",.,"A","DODBN","D",,"A","2013","D"
"20153","03235381",18,0,"1","01","D","105","D","2007","D",.,"A",36,"D","06","D",400,"D","3","D",.,"A",.,"A",.,"A",.,"A","08","F",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A","PONAR","D","2015","D","2012","D"
"20153","03235451",8,0,"1","01","D","105","D",,"C",.,"A",36,"D","04","F",.,"C","3","D",.,"A",.,"C",.,"A",.,"A",,"A",413,"F",413,"F",413,"F",.,"A",.,"A",.,"A",.,"A",.,"A","NISAD","D",,"A","2014","F"
"20153","03235492",5,0,"1","01","D","105","D","2015","D",.,"A",36,"D","08","D",343,"D","3","D",.,"A",.,"A",2500,"D",.,"A",,"A",.,"A",.,"A",343,"D",.,"A",.,"A",.,"A",2500,"D",.,"A","HONAG","D",,"A","2015","D"
"20153","03235571",17,0,"1","01","D","105","D","2014","D",.,"A",36,"D","04","D",250,"D","3","D",.,"A",2000,"D",.,"A",.,"A",,"A",250,"D",250,"D",250,"D",5,"D",5,"D",5,"D",.,"A",.,"A","HONAR","D",,"A","2014","D"
"20153","03236001",19,0,"1","01","D","105","D","2014","D",.,"A",36,"D","09","D",485,"D","3","D",485,"D",.,"A",.,"A",.,"A",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBM","D",,"A","2013","D"
"20153","03236471",11,0,"1","01","D","105","D","2013","D",.,"A",36,"D","12","D",295,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",295,"D",295,"D",295,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBC","D",,"A","2013","D"
"20153","03237081",10,0,"1","01","D","105","D","2014","D",.,"A",36,"D","03","D",351,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",351,"D",351,"D",351,"D",.,"A",.,"A",.,"A",.,"A",.,"A","JEEAD","D",,"A","2014","D"
"20153","03237111",11,0,"1","01","D","105","D","2014","D",0.98,"D",39,"D","09","D",651,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",651,"D",651,"D",651,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CADAP","D",,"A","2014","D"
"20153","03237471",4,0,"1","01","D","105","D","2014","D",.,"A",.,"C","07","D",300,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","JEEAB","D",,"A","2013","D"
"20153","03237671",16,0,"1","01","D","105","D","2015","D",.,"A",36,"D","04","D",350,"D","3","D",.,"A",150,"D",550,"D",.,"A",,"A",350,"D",350,"D",350,"D",4,"D",4,"D",4,"D",550,"D",.,"A","TOYAN","D",,"A","2015","D"
"20153","03238151",5,0,"1","01","D","105","D","2013","D",.,"A",36,"D","05","D",225,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",225,"D",225,"D",225,"D",50,"D",50,"D",50,"D",.,"A",.,"A","KIAAG","D",,"A","2013","D"
"20153","03238291",14,0,"1","01","D","105","D","2013","D",.,"A",60,"D","09","D",299,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",500,"D",.,"A","CHRAS","D",,"A","2015","D"
"20153","03238331",14,0,"1","01","D","105","D","2015","D",.,"A",36,"D","05","D",329,"D","3","D",.,"A",8000,"D",.,"A",.,"A",,"A",329,"D",329,"D",329,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAR","D",,"A","2015","D"
"20154","02966915",14,0,"5","01","D","105","D","2015","D",.,"A",.,"C","03","D",635,"D","3","D",.,"A",5000,"D",.,"A",.,"A",,"A",635,"D",635,"D",635,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BMWAA","D",,"A","2015","D"
"20154","02967075",12,0,"5","01","D","105","D","2014","D",.,"A",36,"D","01","D",234,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",234,"D",234,"D",234,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","HYUAB","D",,"A","2014","D"
"20154","02968115",6,0,"5","01","D","105","D","2014","D",.,"A",60,"D","09","D",700,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",700,"D",700,"D",700,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","HONAG","D",,"A","2014","D"
"20154","02968215",15,0,"5","01","D","105","D","2014","D",.,"A",24,"D","08","D",280,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",280,"D",280,"D",280,"D",.,"A",.,"A",.,"A",.,"A",.,"A","JEEAB","D",,"A","2014","D"
"20154","02969105",6,0,"5","01","D","105","D","2014","D",.,"A",.,"C","06","F",.,"C",,"C",.,"A",.,"A",.,"A",.,"A",,"A",424,"F",424,"F",424,"F",.,"A",.,"A",.,"A",.,"A",.,"A","NISAK","D",,"A","2013","F"
"20154","02969665",29,0,"5","02","D","105","D","2014","D",.,"A",26,"D","05","D",480,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",480,"D",480,"D",480,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAO","D",,"A","2014","D"
"20154","02969665",30,0,"5","03","D","105","D","2015","D",.,"A",36,"D","04","D",.,"C","3","D",.,"A",.,"C",.,"A",.,"A",,"A",208,"F",208,"F",208,"F",.,"A",.,"A",.,"A",.,"A",.,"A","HONAI","D",,"A","2015","D"
"20154","02970145",9,0,"5","01","D","105","D","2014","D",.,"A",36,"D","05","D",350,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","MRBAE","D",,"A","2014","D"
"20154","02970785",20,0,"5","01","D","105","D","2015","D",.,"A",36,"D","11","D",295,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A","2015","D"
"20154","02971015",12,0,"5","01","D","105","D","2013","D",.,"A",36,"D","05","D",473,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",473,"D",473,"D",473,"D",.,"A",.,"A",.,"A",.,"A",.,"A","GMCAO","D",,"A","2012","D"
"20154","02971015",13,0,"5","02","D","105","D","2013","D",.,"A",36,"D","04","D",399,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",399,"D",399,"D",399,"D",.,"A",.,"A",.,"A",.,"A",.,"A","INFAO","D",,"A","2012","D"
"20154","02971275",11,0,"5","01","D","105","D","2012","D",.,"A",36,"D","03","D",355,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",355,"D",355,"D",355,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A","2012","D"
"20154","02971595",19,0,"5","01","D","105","D","2014","D",.,"A",39,"D","10","D",435,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",435,"D",435,"D",435,"D",.,"A",.,"A",.,"A",500,"D",.,"A","HYUXX","D",,"A","2014","D"
"20154","02972425",12,0,"5","01","D","105","D","2014","D",.,"A",36,"D","09","D",200,"D","3","D",.,"A",.,"A",1395,"D",.,"A",,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",1395,"D",.,"A","NISAD","D",,"A","2014","D"
"20154","02973435",10,0,"5","01","D","105","D","1999","D",.,"A",.,"C","05","D",427,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",427,"D",427,"D",427,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEAL","D",,"A","2011","D"
"20154","02973435",11,0,"5","02","D","105","D","2003","D",.,"A",.,"C","07","D",457,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",457,"D",457,"D",457,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HUMAB","D",,"A","2014","D"
"20154","02973835",14,0,"5","01","D","105","D","2014","D",.,"A",24,"D","06","D",72,"D","3","D",.,"A",.,"A",3500,"D",.,"A",,"A",72,"D",72,"D",72,"D",.,"A",.,"A",.,"A",3500,"D",.,"A","TOYAF","D",,"A","2014","D"
"20154","02973905",36,0,"5","01","D","105","D","2014","D",.,"A",.,"C","10","F",1000,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",1000,"D",1000,"D",1000,"D",.,"A",.,"A",.,"A",.,"A",.,"A","JAGXX","D",,"A","2014","D"
"20154","02974875",27,0,"5","01","D","105","D","2013","D",0.4,"D",36,"D","07","D",371,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",371,"D",371,"D",371,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBU","D",,"A","2013","D"
"20154","02975115",25,0,"5","01","D","105","D","2016","D",.,"A",36,"D","06","D",400,"D","3","D",.,"A",4500,"D",2500,"D",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",2500,"D",.,"A","ACUAL","D",,"A","2015","D"
"20154","02975255",39,0,"1","01","D","105","D","2014","D",.,"A",36,"D","10","D",460,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",460,"D",460,"D",460,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","CADAL","D",,"A","2014","D"
"20154","02975395",18,0,"5","01","D","105","D","2015","D",.,"A",42,"D","06","D",750,"D","3","D",.,"A",1,"D",.,"A",.,"A",,"A",750,"D",750,"D",750,"D",20,"D",20,"D",20,"D",.,"A",.,"A","AUDAV","D",,"A","2015","D"
"20154","02976205",14,0,"5","02","D","105","D","2015","D",.,"A",1,"D","06","D",8000,"D","7","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","BUIAN","D",,"A","2015","D"
"20154","02976765",9,0,"5","01","D","105","D","2013","D",.,"A",36,"D","03","D",500,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",500,"D",500,"D",500,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","ACUAA","D",,"A","2014","D"
"20154","02976865",11,0,"5","01","D","105","D","2013","D",.,"A",16,"D","06","F",417,"D","3","D",.,"A",2000,"D",.,"A",.,"A",,"A",417,"D",417,"D",417,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A","2014","F"
"20154","02977535",16,0,"5","01","D","105","D","2013","D",.,"A",36,"D","12","D",270,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",270,"D",270,"D",270,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","KIAAG","D",,"A","2012","D"
"20154","02977675",14,0,"1","01","D","105","D","2009","D",.,"A",48,"D","10","D",200,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3000,"D",.,"A","DODAO","D",,"A","2015","D"
"20154","02989095",30,0,"5","01","D","105","D","2013","D",.,"A",36,"D","07","D",174,"D","3","D",.,"A",1900,"D",.,"A",.,"A",,"A",174,"D",174,"D",174,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBT","D",,"A","2013","D"
"20154","02990025",16,0,"5","01","D","105","D","2014","D",.,"A",36,"D","05","D",431,"D","3","D",.,"A",1500,"D",.,"A",.,"A",,"A",431,"D",431,"D",431,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAI","D",,"A","2014","D"
"20154","02990815",5,0,"5","01","D","105","D","2014","D",.,"A",24,"D","10","D",280,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",280,"D",280,"D",280,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","FORBA","D",,"A","2014","D"
"20154","02991975",11,0,"5","01","D","105","D","2014","D",.,"A",36,"D","11","D",270,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",270,"D",270,"D",270,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","TOYAN","D",,"A","2014","D"
"20154","02991975",13,0,"5","03","D","105","D","2015","D",.,"A",36,"D","04","D",280,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",280,"D",280,"D",280,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","SCIAF","D",,"A","2015","D"
"20154","02992085",21,0,"5","01","D","105","D","2014","D",.,"A",48,"D","05","D",489,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",489,"D",489,"D",489,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEAZ","D",,"A","2014","D"
"20154","02992935",16,0,"5","01","D","105","D","2012","D",.,"A",36,"D","03","D",250,"D","3","D",.,"A",.,"A",.,"A",.,"A","08","D",250,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAN","D",,"A","2012","D"
"20154","02993325",21,0,"5","01","D","105","D","2013","D",.,"A",42,"D","07","D",300,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAD","D",,"A","2012","D"
